matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
se_G_08.mtx,auto,3066,0.005568,0.005792,1.04023,1.00261,-1,0,dict_u8_lossless,ok
ukerbe1.mtx,bfp8,15704,0.003808,0.004064,1.06723,2,-1,0,bfp8_blocks+bf16_residual,ok
ukerbe1.mtx,auto,15704,0.003808,0.005216,1.36975,1.00051,-1,0,dict_u8_lossless,ok
pf2177.mtx,bfp8,725144,0.012096,0.013632,1.12698,1.99809,-1,0,bfp8_blocks+bf16_residual,ok
pf2177.mtx,auto,725144,0.01408,0.01424,1.01136,1.00001,-1,0,dict_u8_lossless,ok
bfwa62.mtx,bfp8,450,0.004896,0.00528,1.07843,1.67111,-1,0,bfp8_blocks+bf16_residual,ok
bfwa62.mtx,auto,450,0.004864,0.003712,0.763158,2.12,-1,0,dict_u8_lossless,ok
cdde2.mtx,bfp8,4681,0.006496,0.004704,0.724138,1.58449,-1,0,bfp8_blocks+bf16_residual,ok
cdde2.mtx,auto,4681,0.005344,0.005952,1.11377,1.00855,-1,0,dict_u8_lossless,ok
cryg10000.mtx,bfp8,49699,0.0056,0.005024,0.897143,1.54945,-1,0,bfp8_blocks+bf16_residual,ok
cryg10000.mtx,auto,49699,0.00384,0.00384,1,1.54945,-1,0,bfp8_blocks+bf16_residual,ok
dwa512.mtx,bfp8,2480,0.003872,0.003808,0.983471,1.53548,-1,0,bfp8_blocks+bf16_residual,ok
dwa512.mtx,auto,2480,0.00656,0.005536,0.843902,1.15806,-1,0,dict_u8_lossless,ok
mhdb416.mtx,bfp8,2312,0.00384,0.003872,1.00833,1.84862,-1,0,bfp8_blocks+bf16_residual,ok
mhdb416.mtx,auto,2312,0.005504,0.005152,0.936047,1.84862,-1,0,bfp8_blocks+bf16_residual,ok
pde225.mtx,bfp8,1065,0.004448,0.005184,1.16547,1.62347,-1,0,bfp8_blocks+bf16_residual,ok
pde225.mtx,auto,1065,0.004064,0.00384,0.944882,1.62347,-1,0,bfp8_blocks+bf16_residual,ok
rdb1250.mtx,bfp8,7300,0.00384,0.00384,1,1.49699,-1,0,bfp8_blocks+bf16_residual,ok
rdb1250.mtx,auto,7300,0.006336,0.005632,0.888889,1.00658,-1,0,dict_u8_lossless,ok
rdb450l.mtx,bfp8,2580,0.00528,0.004576,0.866667,1.49612,-1,0,bfp8_blocks+bf16_residual,ok
rdb450l.mtx,auto,2580,0.005664,0.006016,1.06215,1.0186,-1,0,dict_u8_lossless,ok
tols2000.mtx,bfp8,5184,0.007936,0.008128,1.02419,1.74151,-1,0,bfp8_blocks+bf16_residual,ok
tols2000.mtx,auto,5184,0.00656,0.00624,0.951219,1.74151,-1,0,bfp8_blocks+bf16_residual,ok
Chem97ZtZ.mtx,bfp8,7361,0.005856,0.005888,1.00546,2,-1,0,bfp8_blocks+bf16_residual,ok
Chem97ZtZ.mtx,auto,7361,0.006016,0.006816,1.13298,2,-1,0,bfp8_blocks+bf16_residual,ok
crystk01.mtx,bfp8,315891,0.010656,0.01152,1.08108,1.19759,-1,0,bfp8_blocks+bf16_residual,ok
crystk01.mtx,auto,315891,0.011488,0.01008,0.877437,1.19759,-1,0,bfp8_blocks+bf16_residual,ok
nasa4704.mtx,bfp8,104756,0.008544,0.00704,0.82397,1.44553,-1,0,bfp8_blocks+bf16_residual,ok
nasa4704.mtx,auto,104756,0.009216,0.005984,0.649306,1.00008,-1,0,dict_u8_lossless,ok
connectus.mtx,bfp8,1127525,0.015776,0.016128,1.02231,1.98365,-1,0,bfp8_blocks+bf16_residual,ok
connectus.mtx,auto,1127525,0.021376,0.016256,0.760479,1.00001,-1,0,dict_u8_lossless,ok
sts4098_b.mtx,bfp8,1612,0.00384,0.003936,1.025,2,-1,0,bfp8_blocks+bf16_residual,ok
sts4098_b.mtx,auto,1612,0.003808,0.003872,1.01681,2,-1,0,bfp8_blocks+bf16_residual,ok
s3rmt3m3.mtx,bfp8,207123,0.00864,0.00592,0.685185,1.15766,-1,0,bfp8_blocks+bf16_residual,ok
s3rmt3m3.mtx,auto,207123,0.008032,0.00672,0.836653,1.15766,-1,0,bfp8_blocks+bf16_residual,ok
delaunay_n12.mtx,bfp8,24528,0.005728,0.004192,0.731844,1.88059,-1,0,bfp8_blocks+bf16_residual,ok
delaunay_n12.mtx,auto,24528,0.004288,0.003968,0.925373,1.00033,-1,0,dict_u8_lossless,ok
germany_osm.mtx,bfp8,24738362,0.500224,0.549888,1.09928,1.99972,-1,0,bfp8_blocks+bf16_residual,ok
germany_osm.mtx,auto,24738362,0.56912,0.549056,0.964746,1,-1,0,dict_u8_lossless,ok
rgg_n_2_24_s0.mtx,bfp8,265114400,2.15379,2.67478,1.2419,2,-1,0,bfp8_blocks+bf16_residual,ok
rgg_n_2_24_s0.mtx,auto,265114400,2.1112,2.67219,1.26572,1,-1,0,dict_u8_lossless,ok
cavity04.mtx,bfp8,5923,0.006688,0.006784,1.01435,1.50211,-1,0,bfp8_blocks+bf16_residual,ok
cavity04.mtx,auto,5923,0.00704,0.006848,0.972727,1.50211,-1,0,bfp8_blocks+bf16_residual,ok
cavity12.mtx,bfp8,76258,0.006912,0.007232,1.0463,1.37214,-1,0,bfp8_blocks+bf16_residual,ok
cavity12.mtx,auto,76258,0.007488,0.006912,0.923077,1.37214,-1,0,bfp8_blocks+bf16_residual,ok
cavity20.mtx,bfp8,138040,0.008352,0.008128,0.97318,1.36502,-1,0,bfp8_blocks+bf16_residual,ok
cavity20.mtx,auto,138040,0.008224,0.0072,0.875486,1.36502,-1,0,bfp8_blocks+bf16_residual,ok
EternityII_A_b.mtx,bfp8,358,0.00384,0.004384,1.14167,2,-1,0,bfp8_blocks+bf16_residual,ok
EternityII_A_b.mtx,auto,358,0.004576,0.004832,1.05594,1.02235,-1,0,dict_u8_lossless,ok
ex12.mtx,bfp8,79077,0.006784,0.006464,0.95283,1.41236,-1,0,bfp8_blocks+bf16_residual,ok
ex12.mtx,auto,79077,0.006336,0.006784,1.07071,1.41236,-1,0,bfp8_blocks+bf16_residual,ok
ex22.mtx,bfp8,22460,0.00736,0.007712,1.04783,1.23188,-1,0,bfp8_blocks+bf16_residual,ok
ex22.mtx,auto,22460,0.00832,0.009792,1.17692,1.23188,-1,0,bfp8_blocks+bf16_residual,ok
ex3.mtx,bfp8,52685,0.007744,0.007104,0.917355,1.33,-1,0,bfp8_blocks+bf16_residual,ok
ex3.mtx,auto,52685,0.007232,0.007104,0.982301,1.33,-1,0,bfp8_blocks+bf16_residual,ok
ex5.mtx,bfp8,279,0.005472,0.008,1.46199,1.29749,-1,0,bfp8_blocks+bf16_residual,ok
ex5.mtx,auto,279,0.005824,0.00512,0.879121,4.78495,-1,0,dict_u8_lossless,ok
Spielman_k100_A_03.mtx,bfp8,1025404,0.01952,0.01872,0.959016,1.29204,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k100_A_03.mtx,auto,1025404,0.024384,0.017856,0.732283,1.00158,-1,0,dict_u8_lossless,ok
Spielman_k200.mtx,bfp8,8100804,0.093088,0.110688,1.18907,1.27114,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k200.mtx,auto,8100804,0.093312,0.117088,1.2548,1.27114,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k200_A_08.mtx,bfp8,8100804,0.093184,0.116704,1.2524,1.27114,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k200_A_08.mtx,auto,8100804,0.093856,0.106208,1.13161,1.27114,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k300_A_05.mtx,bfp8,27226204,0.462496,0.503104,1.0878,1.26412,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k300_A_05.mtx,auto,27226204,0.463264,0.504128,1.08821,1.26412,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k400_A_02.mtx,bfp8,64401604,1.11338,1.16643,1.04765,1.2606,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k400_A_02.mtx,auto,64401604,1.11162,1.164,1.04712,1.2606,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k400_A_10.mtx,bfp8,64401604,1.11142,1.15104,1.03564,1.2606,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k400_A_10.mtx,auto,64401604,1.1113,1.16406,1.04748,1.2606,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k500_A_07.mtx,bfp8,125627004,2.14595,2.23366,1.04087,1.25848,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k500_A_07.mtx,auto,125627004,2.14662,2.23581,1.04155,1.25848,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k600_A_04.mtx,bfp8,216902404,3.68624,3.82746,1.03831,1.25707,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k600_A_04.mtx,auto,216902404,3.62848,3.82752,1.05485,1.25707,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1.mtx,bfp8,1100592,0.015424,0.019584,1.26971,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1.mtx,auto,1100592,0.014688,0.018688,1.27233,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_08.mtx,bfp8,1100592,0.014432,0.018784,1.30155,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_08.mtx,auto,1100592,0.014592,0.0192,1.31579,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_16.mtx,bfp8,1100592,0.014976,0.018208,1.21581,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_16.mtx,auto,1100592,0.015328,0.01888,1.23173,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_24.mtx,bfp8,1100592,0.015104,0.01936,1.28178,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_24.mtx,auto,1100592,0.014944,0.01776,1.18844,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_03.mtx,bfp8,797974,0.010816,0.014784,1.36686,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_03.mtx,auto,797974,0.012672,0.015456,1.2197,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_11.mtx,bfp8,797974,0.012448,0.015616,1.2545,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_11.mtx,auto,797974,0.012544,0.01536,1.22449,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_19.mtx,bfp8,797974,0.011616,0.015168,1.30579,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_19.mtx,auto,797974,0.012544,0.015264,1.21684,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_02.mtx,bfp8,499696,0.008704,0.010816,1.24265,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_02.mtx,auto,499696,0.00784,0.010752,1.37143,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_10.mtx,bfp8,499696,0.009376,0.011424,1.21843,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_10.mtx,auto,499696,0.007904,0.009952,1.25911,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_18.mtx,bfp8,499696,0.009088,0.010976,1.20775,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_18.mtx,auto,499696,0.00976,0.01008,1.03279,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_26.mtx,bfp8,499696,0.008768,0.010496,1.19708,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_26.mtx,auto,499696,0.009152,0.010656,1.16434,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_06.mtx,bfp8,814436,0.011264,0.015136,1.34375,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_06.mtx,auto,814436,0.01248,0.015584,1.24872,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_14.mtx,bfp8,814436,0.01328,0.016288,1.22651,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_14.mtx,auto,814436,0.013728,0.016032,1.16783,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_22.mtx,bfp8,814436,0.012608,0.01552,1.23096,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_22.mtx,auto,814436,0.012672,0.01456,1.14899,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_03.mtx,bfp8,499982,0.009152,0.01152,1.25874,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_03.mtx,auto,499982,0.010016,0.011488,1.14696,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_11.mtx,bfp8,499982,0.009408,0.010656,1.13265,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_11.mtx,auto,499982,0.01024,0.011648,1.1375,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_19.mtx,bfp8,499982,0.008256,0.010848,1.31395,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_19.mtx,auto,499982,0.010624,0.012,1.12952,2,-1,0,bfp8_blocks+bf16_residual,ok
GAP-road.mtx,bfp8,57708624,0.989728,1.0704,1.08151,1.99963,-1,0,bfp8_blocks+bf16_residual,ok
GAP-road.mtx,auto,57708624,0.988064,1.06874,1.08165,1.99963,-1,0,bfp8_blocks+bf16_residual,ok
linverse.mtx,bfp8,95977,0.005472,0.004864,0.888889,1.31241,-1,0,bfp8_blocks+bf16_residual,ok
linverse.mtx,auto,95977,0.00384,0.003936,1.025,1.31241,-1,0,bfp8_blocks+bf16_residual,ok
pwt.mtx,bfp8,326107,0.00736,0.007264,0.986956,1.63809,-1,0,bfp8_blocks+bf16_residual,ok
pwt.mtx,auto,326107,0.007552,0.007168,0.949153,1.00002,-1,0,dict_u8_lossless,ok
kmer_V1r.mtx,bfp8,465410904,10.0697,11.3246,1.12462,2,-1,0,bfp8_blocks+bf16_residual,ok
kmer_V1r.mtx,auto,465410904,11.5173,11.3847,0.988492,1,-1,0,dict_u8_lossless,ok
Goodwin_023.mtx,bfp8,182168,0.008032,0.006176,0.768924,1.45842,-1,0,bfp8_blocks+bf16_residual,ok
Goodwin_023.mtx,auto,182168,0.007648,0.007616,0.995816,1.45842,-1,0,bfp8_blocks+bf16_residual,ok
graham1.mtx,bfp8,335472,0.007936,0.009376,1.18145,1.32822,-1,0,bfp8_blocks+bf16_residual,ok
graham1.mtx,auto,335472,0.008608,0.009088,1.05576,1.32822,-1,0,bfp8_blocks+bf16_residual,ok
bayer05.mtx,bfp8,20712,0.007616,0.008,1.05042,1.60752,-1,0,bfp8_blocks+bf16_residual,ok
bayer05.mtx,auto,20712,0.006432,0.006752,1.04975,1.60752,-1,0,bfp8_blocks+bf16_residual,ok
d_ss.mtx,bfp8,144,0.004832,0.0048,0.993378,2,-1,0,bfp8_blocks+bf16_residual,ok
d_ss.mtx,auto,144,0.006208,0.005664,0.912371,3.16667,-1,0,dict_u8_lossless,ok
G10.mtx,bfp8,38352,0.005888,0.005856,0.994565,2,-1,0,bfp8_blocks+bf16_residual,ok
G10.mtx,auto,38352,0.007648,0.008064,1.05439,1.00042,-1,0,dict_u8_lossless,ok
G18.mtx,bfp8,9388,0.008896,0.008992,1.01079,1.97806,-1,0,bfp8_blocks+bf16_residual,ok
G18.mtx,auto,9388,0.01248,0.012,0.961538,1.0017,-1,0,dict_u8_lossless,ok
G25.mtx,bfp8,39980,0.00448,0.00688,1.53571,2,-1,0,bfp8_blocks+bf16_residual,ok
G25.mtx,auto,39980,0.005856,0.005824,0.994536,1.0002,-1,0,dict_u8_lossless,ok
G32.mtx,bfp8,8000,0.00432,0.003968,0.918519,2,-1,0,bfp8_blocks+bf16_residual,ok
G32.mtx,auto,8000,0.004416,0.004448,1.00725,1.002,-1,0,dict_u8_lossless,ok
G4.mtx,bfp8,38352,0.006208,0.00688,1.10825,1.99979,-1,0,bfp8_blocks+bf16_residual,ok
G4.mtx,auto,38352,0.007104,0.006688,0.941441,1.00021,-1,0,dict_u8_lossless,ok
G47.mtx,bfp8,19980,0.005888,0.006336,1.07609,2,-1,0,bfp8_blocks+bf16_residual,ok
G47.mtx,auto,19980,0.006432,0.0056,0.870647,1.0004,-1,0,dict_u8_lossless,ok
G54.mtx,bfp8,11832,0.008576,0.010208,1.1903,1.98073,-1,0,bfp8_blocks+bf16_residual,ok
G54.mtx,auto,11832,0.008672,0.008896,1.02583,1.00068,-1,0,dict_u8_lossless,ok
G61.mtx,bfp8,34296,0.00608,0.005696,0.936842,2,-1,0,bfp8_blocks+bf16_residual,ok
G61.mtx,auto,34296,0.00416,0.004192,1.00769,1.00047,-1,0,dict_u8_lossless,ok
G8.mtx,bfp8,38352,0.007072,0.007616,1.07692,2,-1,0,bfp8_blocks+bf16_residual,ok
G8.mtx,auto,38352,0.007776,0.007392,0.950617,1.00042,-1,0,dict_u8_lossless,ok
1138_bus.mtx,bfp8,4054,0.00576,0.005408,0.938889,1.92008,-1,0,bfp8_blocks+bf16_residual,ok
1138_bus.mtx,auto,4054,0.003968,0.003904,0.983871,1.92008,-1,0,bfp8_blocks+bf16_residual,ok
ash331.mtx,bfp8,662,0.00384,0.00384,1,1.75076,-1,0,bfp8_blocks+bf16_residual,ok
ash331.mtx,auto,662,0.003872,0.00384,0.991736,1.01208,-1,0,dict_u8_lossless,ok
bcspwr05.mtx,bfp8,1623,0.00528,0.004544,0.860606,1.95872,-1,0,bfp8_blocks+bf16_residual,ok
bcspwr05.mtx,auto,1623,0.003936,0.003872,0.98374,1.00493,-1,0,dict_u8_lossless,ok
bcsstk03.mtx,bfp8,640,0.00384,0.00384,1,1.4125,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk03.mtx,auto,640,0.00576,0.00512,0.888889,3.3125,-1,0,dict_u8_lossless,ok
bcsstk11.mtx,bfp8,34241,0.007552,0.006368,0.84322,1.24123,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk11.mtx,auto,34241,0.00672,0.007296,1.08571,1.24123,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk21.mtx,bfp8,26600,0.003904,0.006208,1.59016,2,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk21.mtx,auto,26600,0.003904,0.004768,1.22131,1.00421,-1,0,dict_u8_lossless,ok
bcsstm01.mtx,bfp8,24,0.004032,0.003936,0.976191,2,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm01.mtx,auto,24,0.00384,0.003488,0.908333,1.66667,-1,0,dict_u8_lossless,ok
bcsstm09.mtx,bfp8,1083,0.004192,0.003712,0.885496,2,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm09.mtx,auto,1083,0.00384,0.00384,1,1.01477,-1,0,dict_u8_lossless,ok
bcsstm22.mtx,bfp8,138,0.004,0.00384,0.96,2,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm22.mtx,auto,138,0.003808,0.003808,1,4.36232,-1,0,dict_u8_lossless,ok
beause.mtx,bfp8,44551,0.013664,0.012,0.87822,1.4735,-1,0,bfp8_blocks+bf16_residual,ok
beause.mtx,auto,44551,0.012384,0.012032,0.971576,1.4735,-1,0,bfp8_blocks+bf16_residual,ok
bp_400.mtx,bfp8,4028,0.006176,0.006112,0.989637,1.9357,-1,0,bfp8_blocks+bf16_residual,ok
bp_400.mtx,auto,4028,0.00768,0.007104,0.925,1.9357,-1,0,bfp8_blocks+bf16_residual,ok
can_229.mtx,bfp8,1777,0.004224,0.004288,1.01515,1.32921,-1,0,bfp8_blocks+bf16_residual,ok
can_229.mtx,auto,1777,0.006304,0.004512,0.715736,1.0045,-1,0,dict_u8_lossless,ok
can_634.mtx,bfp8,7228,0.005952,0.00512,0.860215,1.59809,-1,0,bfp8_blocks+bf16_residual,ok
can_634.mtx,auto,7228,0.005984,0.006272,1.04813,1.00111,-1,0,dict_u8_lossless,ok
cegb3306.mtx,bfp8,74916,0.006272,0.00592,0.943878,1.23394,-1,0,bfp8_blocks+bf16_residual,ok
cegb3306.mtx,auto,74916,0.008736,0.007328,0.838828,1.00011,-1,0,dict_u8_lossless,ok
dwt_209.mtx,bfp8,1743,0.00624,0.005856,0.938462,1.59094,-1,0,bfp8_blocks+bf16_residual,ok
dwt_209.mtx,auto,1743,0.006848,0.006112,0.892523,1.00459,-1,0,dict_u8_lossless,ok
dwt_361.mtx,bfp8,2953,0.006784,0.005568,0.820755,1.53336,-1,0,bfp8_blocks+bf16_residual,ok
dwt_361.mtx,auto,2953,0.006752,0.005792,0.85782,1.00271,-1,0,dict_u8_lossless,ok
dwt_66.mtx,bfp8,320,0.003872,0.003808,0.983471,1.63125,-1,0,bfp8_blocks+bf16_residual,ok
dwt_66.mtx,auto,320,0.003744,0.00512,1.36752,1.025,-1,0,dict_u8_lossless,ok
eris1176.mtx,bfp8,18552,0.009472,0.0088,0.929054,1.35953,-1,0,bfp8_blocks+bf16_residual,ok
eris1176.mtx,auto,18552,0.00816,0.008608,1.0549,1.00043,-1,0,dict_u8_lossless,ok
fs_541_4.mtx,bfp8,4273,0.005888,0.00544,0.923913,1.78376,-1,0,bfp8_blocks+bf16_residual,ok
fs_541_4.mtx,auto,4273,0.005792,0.004832,0.834254,1.78376,-1,0,bfp8_blocks+bf16_residual,ok
gemat11.mtx,bfp8,33108,0.005344,0.004416,0.826347,1.8311,-1,0,bfp8_blocks+bf16_residual,ok
gemat11.mtx,auto,33108,0.007104,0.006368,0.896396,1.8311,-1,0,bfp8_blocks+bf16_residual,ok
gre_216b.mtx,bfp8,812,0.004416,0.004896,1.1087,1.87685,-1,0,bfp8_blocks+bf16_residual,ok
gre_216b.mtx,auto,812,0.004928,0.005408,1.0974,1.07882,-1,0,dict_u8_lossless,ok
impcol_b.mtx,bfp8,271,0.005472,0.005312,0.97076,1.59041,-1,0,bfp8_blocks+bf16_residual,ok
impcol_b.mtx,auto,271,0.005248,0.004512,0.859756,5.90037,-1,0,dict_u8_lossless,ok
jagmesh5.mtx,bfp8,7750,0.004192,0.005088,1.21374,1.59265,-1,0,bfp8_blocks+bf16_residual,ok
jagmesh5.mtx,auto,7750,0.005952,0.004896,0.822581,1.00103,-1,0,dict_u8_lossless,ok
lap_25.mtx,bfp8,169,0.00624,0.005568,0.892308,1.22485,-1,0,bfp8_blocks+bf16_residual,ok
lap_25.mtx,auto,169,0.003776,0.003936,1.04237,1.04734,-1,0,dict_u8_lossless,ok
lock2232.mtx,bfp8,80352,0.008128,0.009216,1.13386,1.22715,-1,0,bfp8_blocks+bf16_residual,ok
lock2232.mtx,auto,80352,0.009536,0.008128,0.852349,1.0001,-1,0,dict_u8_lossless,ok
lshp2614.mtx,bfp8,17980,0.003936,0.004,1.01626,1.67725,-1,0,bfp8_blocks+bf16_residual,ok
lshp2614.mtx,auto,17980,0.004288,0.004,0.932836,1.00044,-1,0,dict_u8_lossless,ok
lund_b.mtx,bfp8,2441,0.004512,0.004704,1.04255,1.27857,-1,0,bfp8_blocks+bf16_residual,ok
lund_b.mtx,auto,2441,0.005888,0.004608,0.782609,1.78656,-1,0,dict_u8_lossless,ok
mcfe.mtx,bfp8,24382,0.005984,0.006592,1.1016,1.46481,-1,0,bfp8_blocks+bf16_residual,ok
mcfe.mtx,auto,24382,0.00656,0.006656,1.01463,1.46481,-1,0,bfp8_blocks+bf16_residual,ok
nos5.mtx,bfp8,5172,0.004352,0.004576,1.05147,1.72525,-1,0,bfp8_blocks+bf16_residual,ok
nos5.mtx,auto,5172,0.006368,0.0064,1.00503,1.23511,-1,0,dict_u8_lossless,ok
plat1919.mtx,bfp8,32399,0.005376,0.006208,1.15476,1.67388,-1,0,bfp8_blocks+bf16_residual,ok
plat1919.mtx,auto,32399,0.006336,0.007008,1.10606,1.67388,-1,0,bfp8_blocks+bf16_residual,ok
psmigr_2.mtx,bfp8,540022,0.01616,0.016704,1.03366,1.76394,-1,0,bfp8_blocks+bf16_residual,ok
psmigr_2.mtx,auto,540022,0.015776,0.019456,1.23327,1.76394,-1,0,bfp8_blocks+bf16_residual,ok
sherman3.mtx,bfp8,20033,0.00544,0.005088,0.935294,1.74876,-1,0,bfp8_blocks+bf16_residual,ok
sherman3.mtx,auto,20033,0.005248,0.006112,1.16463,1.74876,-1,0,bfp8_blocks+bf16_residual,ok
steam2.mtx,bfp8,5660,0.004352,0.005056,1.16176,1.64965,-1,0,bfp8_blocks+bf16_residual,ok
steam2.mtx,auto,5660,0.004128,0.004352,1.05426,1.64965,-1,0,bfp8_blocks+bf16_residual,ok
well1033.mtx,bfp8,4732,0.003808,0.00384,1.0084,1.99831,-1,0,bfp8_blocks+bf16_residual,ok
well1033.mtx,auto,4732,0.005536,0.003872,0.699422,1.99831,-1,0,bfp8_blocks+bf16_residual,ok
west0497.mtx,bfp8,1721,0.006208,0.005408,0.871134,1.92969,-1,0,bfp8_blocks+bf16_residual,ok
west0497.mtx,auto,1721,0.003872,0.00528,1.36364,1.92969,-1,0,bfp8_blocks+bf16_residual,ok
wm2.mtx,bfp8,2942,0.0064,0.005856,0.915,1.45071,-1,0,bfp8_blocks+bf16_residual,ok
wm2.mtx,auto,2942,0.0072,0.006048,0.84,1.45071,-1,0,bfp8_blocks+bf16_residual,ok
Hamrle2.mtx,bfp8,22162,0.004832,0.005536,1.1457,1.54219,-1,0,bfp8_blocks+bf16_residual,ok
Hamrle2.mtx,auto,22162,0.006496,0.00544,0.837438,1.01913,-1,0,dict_u8_lossless,ok
