matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
lshp2233.mtx,bfp8_outlier,15337,0.00384,0.003904,1.01667,1.66408,4.46599e-05,1,bfp8_outlier_blocks+bf16_residual,ok
lshp2233.mtx,auto,15337,0.004416,0.003968,0.898551,1.00052,0,1,dict_u8_lossless,ok
man_5976.mtx,bfp8,225046,0.007552,0.006496,0.860169,1.16996,6.43643e-05,1,bfp8_blocks+bf16_residual,ok
man_5976.mtx,bfp8_outlier,225046,0.005984,0.006464,1.08021,1.16996,6.43643e-05,1,bfp8_outlier_blocks+bf16_residual,ok
man_5976.mtx,auto,225046,0.00672,0.005984,0.890476,1.00004,0,1,dict_u8_lossless,ok
bibd_15_7.mtx,bfp8,135135,0.01408,0.01216,0.863636,1.41339,5.32067e-05,1,bfp8_blocks+bf16_residual,ok
bibd_15_7.mtx,bfp8_outlier,135135,0.01584,0.012128,0.765657,1.41339,5.32067e-05,1,bfp8_outlier_blocks+bf16_residual,ok
bibd_15_7.mtx,auto,135135,0.018368,0.012096,0.658537,1.00006,0,1,dict_u8_lossless,ok
aa3.mtx,bfp8,70806,0.014176,0.016608,1.17156,1.76352,5.05012e-05,1,bfp8_blocks+bf16_residual,ok
aa3.mtx,bfp8_outlier,70806,0.014112,0.016096,1.14059,1.76352,5.05012e-05,1,bfp8_outlier_blocks+bf16_residual,ok
aa3.mtx,auto,70806,0.02144,0.017472,0.814925,1.00011,0,1,dict_u8_lossless,ok
mycielskian12.mtx,bfp8,407200,0.014656,0.012672,0.864629,1.66531,6.58411e-05,1,bfp8_blocks+bf16_residual,ok
mycielskian12.mtx,bfp8_outlier,407200,0.0152,0.014624,0.962105,1.66531,6.58411e-05,1,bfp8_outlier_blocks+bf16_residual,ok
mycielskian12.mtx,auto,407200,0.018144,0.012768,0.703704,1.00002,0,1,dict_u8_lossless,ok
karate.mtx,bfp8,156,0.004032,0.00384,0.952381,1.77564,6.10352e-05,1,bfp8_blocks+bf16_residual,ok
karate.mtx,bfp8_outlier,156,0.00384,0.00384,1,1.77564,6.10352e-05,1,bfp8_outlier_blocks+bf16_residual,ok
karate.mtx,auto,156,0.003968,0.004256,1.07258,1.05128,0,1,dict_u8_lossless,ok
divorce.mtx,bfp8,225,0.00496,0.004608,0.929032,1.24889,6.10352e-05,1,bfp8_blocks+bf16_residual,ok
divorce.mtx,bfp8_outlier,225,0.00592,0.004576,0.772973,1.24889,6.10352e-05,1,bfp8_outlier_blocks+bf16_residual,ok
divorce.mtx,auto,225,0.003808,0.003872,1.01681,1.03556,0,1,dict_u8_lossless,ok
g3rmt3m3.mtx,bfp8,207695,0.006304,0.005984,0.949239,1.15735,5.72676e-05,1,bfp8_blocks+bf16_residual,ok
g3rmt3m3.mtx,bfp8_outlier,207695,0.009536,0.005952,0.624161,1.15735,5.72676e-05,1,bfp8_outlier_blocks+bf16_residual,ok
g3rmt3m3.mtx,auto,207695,0.009216,0.006496,0.704861,1.00004,0,1,dict_u8_lossless,ok
G66.mtx,bfp8,36000,0.003904,0.003904,1,2,0,1,bfp8_blocks+bf16_residual,ok
G66.mtx,bfp8_outlier,36000,0.003904,0.00384,0.983607,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
G66.mtx,auto,36000,0.00384,0.00384,1,1.00044,0,1,dict_u8_lossless,ok
ch3-3-b1.mtx,bfp8,36,0.003872,0.003808,0.983471,2,0,1,bfp8_blocks+bf16_residual,ok
ch3-3-b1.mtx,bfp8_outlier,36,0.005568,0.004992,0.896552,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
ch3-3-b1.mtx,auto,36,0.00384,0.003872,1.00833,1.44444,0,1,dict_u8_lossless,ok
klein-b2.mtx,bfp8,60,0.00384,0.003808,0.991667,2,0,1,bfp8_blocks+bf16_residual,ok
klein-b2.mtx,bfp8_outlier,60,0.003488,0.004224,1.21101,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
klein-b2.mtx,auto,60,0.0048,0.005664,1.18,1.26667,0,1,dict_u8_lossless,ok
n3c5-b1.mtx,bfp8,90,0.005664,0.004896,0.864407,1.72222,2.03451e-05,1,bfp8_blocks+bf16_residual,ok
n3c5-b1.mtx,bfp8_outlier,90,0.003872,0.004512,1.16529,1.72222,2.03451e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n3c5-b1.mtx,auto,90,0.005472,0.00496,0.906433,1.17778,0,1,dict_u8_lossless,ok
n3c6-b3.mtx,bfp8,5460,0.004896,0.004608,0.941176,1.83828,4.06901e-05,1,bfp8_blocks+bf16_residual,ok
n3c6-b3.mtx,bfp8_outlier,5460,0.005088,0.004288,0.842767,1.83828,4.06901e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n3c6-b3.mtx,auto,5460,0.005536,0.004736,0.855491,1.00293,0,1,dict_u8_lossless,ok
complex.mtx,bfp8,46463,0.010048,0.009984,0.993631,1.5867,7.29861e-05,1,bfp8_blocks+bf16_residual,ok
complex.mtx,bfp8_outlier,46463,0.009984,0.009952,0.996795,1.5867,7.29861e-05,1,bfp8_outlier_blocks+bf16_residual,ok
complex.mtx,auto,46463,0.01472,0.009952,0.676087,1.00034,0,1,dict_u8_lossless,ok
tols2000.mtx,bfp8,5184,0.006496,0.006176,0.950739,1.74151,0.00273667,1,bfp8_blocks+bf16_residual,ok
tols2000.mtx,bfp8_outlier,5184,0.008736,0.007584,0.868132,1.76312,0.00273667,1,bfp8_outlier_blocks+bf16_residual,ok
tols2000.mtx,auto,5184,0.006816,0.008064,1.1831,1.74151,0.00273667,1,bfp8_blocks+bf16_residual,ok
lpi_bgetam.mtx,bfp8,2537,0.00384,0.003808,0.991667,1.96689,2.86597e-05,1,bfp8_blocks+bf16_residual,ok
lpi_bgetam.mtx,bfp8_outlier,2537,0.003904,0.004288,1.09836,1.96689,2.86597e-05,1,bfp8_outlier_blocks+bf16_residual,ok
lpi_bgetam.mtx,auto,2537,0.004,0.00384,0.96,1.23019,4.56475e-08,1,dict_u8_lossless,ok
poli4.mtx,bfp8,73249,0.01152,0.011136,0.966667,1.99989,0.000515357,1,bfp8_blocks+bf16_residual,ok
poli4.mtx,bfp8_outlier,73249,0.010496,0.011136,1.06098,1.99989,0.000515357,1,bfp8_outlier_blocks+bf16_residual,ok
poli4.mtx,auto,73249,0.010048,0.009984,0.993631,1.99989,0.000515357,1,bfp8_blocks+bf16_residual,ok
ch.mtx,bfp8,24102,0.005888,0.005888,1,2,0.000636698,1,bfp8_blocks+bf16_residual,ok
ch.mtx,bfp8_outlier,24102,0.005856,0.006176,1.05464,2,0.000636698,1,bfp8_outlier_blocks+bf16_residual,ok
ch.mtx,auto,24102,0.006528,0.006784,1.03922,2,0.000636698,1,bfp8_blocks+bf16_residual,ok
deter6.mtx,bfp8,24771,0.006784,0.006912,1.01887,2,0.0041175,1,bfp8_blocks+bf16_residual,ok
deter6.mtx,bfp8_outlier,24771,0.004416,0.004608,1.04348,2,0.0041175,1,bfp8_outlier_blocks+bf16_residual,ok
deter6.mtx,auto,24771,0.004384,0.004576,1.0438,2,0.0041175,1,bfp8_blocks+bf16_residual,ok
hep-th.mtx,bfp8,31502,0.004384,0.004736,1.08029,1.95965,0.000750246,1,bfp8_blocks+bf16_residual,ok
hep-th.mtx,bfp8_outlier,31502,0.006464,0.0048,0.742574,1.96321,0.000750246,1,bfp8_outlier_blocks+bf16_residual,ok
hep-th.mtx,auto,31502,0.00592,0.005632,0.951351,1.06095,3.76582e-08,1,dict_u8_lossless,ok
sx-askubuntu_C2A.mtx,bfp8,178210,0.012,0.010944,0.912,2,0.00255537,1,bfp8_blocks+bf16_residual,ok
sx-askubuntu_C2A.mtx,bfp8_outlier,178210,0.012,0.01216,1.01333,2,0.00255537,1,bfp8_outlier_blocks+bf16_residual,ok
sx-askubuntu_C2A.mtx,auto,178210,0.017888,0.012992,0.726297,1.00992,0,1,dict_u8_lossless,ok
bwm2000.mtx,bfp8,7996,0.003808,0.00384,1.0084,1.43722,0.00654965,1,bfp8_blocks+bf16_residual,ok
bwm2000.mtx,bfp8_outlier,7996,0.004768,0.003808,0.798658,1.43722,0.00654965,1,bfp8_outlier_blocks+bf16_residual,ok
bwm2000.mtx,auto,7996,0.005184,0.004544,0.876543,1.006,4.82849e-08,1,dict_u8_lossless,ok
IG5-7.mtx,bfp8,549,0.004,0.004128,1.032,1.72678,0.00336985,1,bfp8_blocks+bf16_residual,ok
IG5-7.mtx,bfp8_outlier,549,0.004128,0.004192,1.0155,1.72678,0.00336985,1,bfp8_outlier_blocks+bf16_residual,ok
IG5-7.mtx,auto,549,0.004416,0.004128,0.934783,1.102,0,1,dict_u8_lossless,ok
rel4.mtx,bfp8,104,0.00384,0.00384,1,1.26923,0.0184123,0,bfp8_blocks+bf16_residual,ok
rel4.mtx,bfp8_outlier,104,0.003808,0.003808,1,1.26923,0.0184123,0,bfp8_outlier_blocks+bf16_residual,ok
rel4.mtx,auto,104,0.00384,0.003808,0.991667,1.23077,0,1,dict_u8_lossless,ok
lpi_itest2.mtx,bfp8,26,0.003808,0.003872,1.01681,1.61538,0.00452303,1,bfp8_blocks+bf16_residual,ok
lpi_itest2.mtx,bfp8_outlier,26,0.005696,0.003968,0.696629,1.61538,0.00452303,1,bfp8_outlier_blocks+bf16_residual,ok
lpi_itest2.mtx,auto,26,0.005088,0.005056,0.993711,2.53846,0,1,dict_u8_lossless,ok
Cities.mtx,bfp8,1342,0.004544,0.004352,0.957746,1.20641,0.00473123,1,bfp8_blocks+bf16_residual,ok
Cities.mtx,bfp8_outlier,1342,0.00736,0.00592,0.804348,1.20641,0.00473123,1,bfp8_outlier_blocks+bf16_residual,ok
Cities.mtx,auto,1342,0.006048,0.004448,0.73545,1.01788,0,1,dict_u8_lossless,ok
bfwb62.mtx,bfp8,342,0.005088,0.004576,0.899371,1.72222,0.00393968,1,bfp8_blocks+bf16_residual,ok
bfwb62.mtx,bfp8_outlier,342,0.003808,0.00384,1.0084,1.72222,0.00393968,1,bfp8_outlier_blocks+bf16_residual,ok
bfwb62.mtx,auto,342,0.00608,0.004512,0.742105,1.49123,9.53031e-08,1,dict_u8_lossless,ok
plsk1919.mtx,bfp8,9662,0.00384,0.003872,1.00833,1.99431,0.00259378,1,bfp8_blocks+bf16_residual,ok
plsk1919.mtx,bfp8_outlier,9662,0.005024,0.004096,0.815287,1.99431,0.00259378,1,bfp8_outlier_blocks+bf16_residual,ok
plsk1919.mtx,auto,9662,0.003872,0.00384,0.991736,1.99431,0.00259378,1,bfp8_blocks+bf16_residual,ok
lp_woodw.mtx,bfp8,37487,0.009984,0.008672,0.86859,1.99282,0.00126095,1,bfp8_blocks+bf16_residual,ok
lp_woodw.mtx,bfp8_outlier,37487,0.01296,0.01024,0.790123,1.99325,0.00126095,1,bfp8_outlier_blocks+bf16_residual,ok
lp_woodw.mtx,auto,37487,0.011104,0.008832,0.795389,1.99282,0.00126095,1,bfp8_blocks+bf16_residual,ok
poisson2D.mtx,bfp8,2417,0.005152,0.005088,0.987578,2,0.00241335,1,bfp8_blocks+bf16_residual,ok
poisson2D.mtx,bfp8_outlier,2417,0.005152,0.005152,1,2,0.00241335,1,bfp8_outlier_blocks+bf16_residual,ok
poisson2D.mtx,auto,2417,0.004992,0.00512,1.02564,2,0.00241335,1,bfp8_blocks+bf16_residual,ok
jan99jac040sc.mtx,bfp8,72734,0.005952,0.00656,1.10215,1.98826,0.0019531,1,bfp8_blocks+bf16_residual,ok
jan99jac040sc.mtx,bfp8_outlier,72734,0.009344,0.007008,0.75,1.98914,0.000908408,1,bfp8_outlier_blocks+bf16_residual,ok
jan99jac040sc.mtx,auto,72734,0.006752,0.007424,1.09953,1.98826,0.0019531,1,bfp8_blocks+bf16_residual,ok
yeast_30NN.mtx,bfp8,62350,0.005888,0.005984,1.0163,1.997,0.00304842,1,bfp8_blocks+bf16_residual,ok
yeast_30NN.mtx,bfp8_outlier,62350,0.005856,0.005984,1.02186,1.997,0.00304842,1,bfp8_outlier_blocks+bf16_residual,ok
yeast_30NN.mtx,auto,62350,0.005888,0.006112,1.03804,1.997,0.00304842,1,bfp8_blocks+bf16_residual,ok
sctap1-2c.mtx,bfp8,21854,0.006048,0.006176,1.02116,1.98975,0.000960341,1,bfp8_blocks+bf16_residual,ok
sctap1-2c.mtx,bfp8_outlier,21854,0.006048,0.004864,0.804233,1.98975,0.000960341,1,bfp8_outlier_blocks+bf16_residual,ok
sctap1-2c.mtx,auto,21854,0.007104,0.00624,0.878378,1.00622,0,1,dict_u8_lossless,ok
lp_scsd1.mtx,bfp8,2388,0.0048,0.005856,1.22,1.92379,0.00120121,1,bfp8_blocks+bf16_residual,ok
lp_scsd1.mtx,bfp8_outlier,2388,0.004768,0.006016,1.26174,1.92379,0.00120121,1,bfp8_outlier_blocks+bf16_residual,ok
lp_scsd1.mtx,auto,2388,0.007136,0.006336,0.887892,1.0804,1.25846e-07,1,dict_u8_lossless,ok
rdb200.mtx,bfp8,1120,0.003808,0.003808,1,1.48214,0.00474492,1,bfp8_blocks+bf16_residual,ok
rdb200.mtx,bfp8_outlier,1120,0.003808,0.00384,1.0084,1.48214,0.00474492,1,bfp8_outlier_blocks+bf16_residual,ok
rdb200.mtx,auto,1120,0.00608,0.00368,0.605263,1.04286,8.62515e-08,1,dict_u8_lossless,ok
gr_30_30.mtx,bfp8,7744,0.004,0.004192,1.048,1.48502,0.00141983,1,bfp8_blocks+bf16_residual,ok
gr_30_30.mtx,bfp8_outlier,7744,0.004,0.00416,1.04,1.48502,0.00141983,1,bfp8_outlier_blocks+bf16_residual,ok
gr_30_30.mtx,auto,7744,0.004768,0.005888,1.2349,1.00207,0,1,dict_u8_lossless,ok
nopss_11k_C.mtx,bfp8,5,0.003872,0.00384,0.991736,2,0.0016464,1,bfp8_blocks+bf16_residual,ok
nopss_11k_C.mtx,bfp8_outlier,5,0.003872,0.00384,0.991736,2,0.0016464,1,bfp8_outlier_blocks+bf16_residual,ok
nopss_11k_C.mtx,auto,5,0.003808,0.003808,1,9,9.1812e-08,1,dict_u8_lossless,ok
lp_greenbeb.mtx,bfp8,31070,0.007904,0.007936,1.00405,1.90483,0.000737028,1,bfp8_blocks+bf16_residual,ok
lp_greenbeb.mtx,bfp8_outlier,31070,0.010112,0.007968,0.787975,1.91307,0.000732061,1,bfp8_outlier_blocks+bf16_residual,ok
lp_greenbeb.mtx,auto,31070,0.007968,0.007968,1,1.90483,0.000737028,1,bfp8_blocks+bf16_residual,ok
model3.mtx,bfp8,23974,0.00816,0.008768,1.07451,1.93401,0.00209465,1,bfp8_blocks+bf16_residual,ok
model3.mtx,bfp8_outlier,23974,0.011808,0.007968,0.674797,1.94002,0.00209465,1,bfp8_outlier_blocks+bf16_residual,ok
model3.mtx,auto,23974,0.009248,0.009792,1.05882,1.93401,0.00209465,1,bfp8_blocks+bf16_residual,ok
c-20.mtx,bfp8,20445,0.009888,0.008192,0.828479,1.82739,0.000776212,1,bfp8_blocks+bf16_residual,ok
c-20.mtx,bfp8_outlier,20445,0.01008,0.007936,0.787302,1.84304,0.000776212,1,bfp8_outlier_blocks+bf16_residual,ok
c-20.mtx,auto,20445,0.008,0.008352,1.044,1.82739,0.000776212,1,bfp8_blocks+bf16_residual,ok
c-29.mtx,bfp8,43731,0.010368,0.010144,0.978395,1.79879,7.81434e-05,1,bfp8_blocks+bf16_residual,ok
c-29.mtx,bfp8_outlier,43731,0.01376,0.010944,0.795349,1.81745,7.81434e-05,1,bfp8_outlier_blocks+bf16_residual,ok
c-29.mtx,auto,43731,0.010272,0.01008,0.981308,1.79879,7.81434e-05,1,bfp8_blocks+bf16_residual,ok
c-40.mtx,bfp8,81501,0.010304,0.01008,0.978261,1.76729,0.00150348,1,bfp8_blocks+bf16_residual,ok
c-40.mtx,bfp8_outlier,81501,0.01232,0.010048,0.815584,1.78614,0.0015243,1,bfp8_outlier_blocks+bf16_residual,ok
c-40.mtx,auto,81501,0.012192,0.01008,0.826772,1.76729,0.00150348,1,bfp8_blocks+bf16_residual,ok
t2d_q9_A_22.mtx,bfp8,87025,0.00608,0.00464,0.763158,1.47805,0.0057011,1,bfp8_blocks+bf16_residual,ok
t2d_q9_A_22.mtx,bfp8_outlier,87025,0.008,0.005216,0.652,1.52861,0.00175329,1,bfp8_outlier_blocks+bf16_residual,ok
t2d_q9_A_22.mtx,auto,87025,0.004096,0.004224,1.03125,1.47805,0.0057011,1,bfp8_blocks+bf16_residual,ok
kineticBatchReactor_6.mtx,bfp8,82500,0.008192,0.00912,1.11328,1.75068,0.0014159,1,bfp8_blocks+bf16_residual,ok
kineticBatchReactor_6.mtx,bfp8_outlier,82500,0.011264,0.00976,0.866477,1.76891,0.0014159,1,bfp8_outlier_blocks+bf16_residual,ok
kineticBatchReactor_6.mtx,auto,82500,0.007936,0.006624,0.834677,1.75068,0.0014159,1,bfp8_blocks+bf16_residual,ok
bcsstm39.mtx,bfp8,46772,0.004,0.004,1,2,0.00223738,1,bfp8_blocks+bf16_residual,ok
bcsstm39.mtx,bfp8_outlier,46772,0.00592,0.0056,0.945946,2,0.00223738,1,bfp8_outlier_blocks+bf16_residual,ok
bcsstm39.mtx,auto,46772,0.003968,0.003968,1,2,0.00223738,1,bfp8_blocks+bf16_residual,ok
lp_bnl1.mtx,bfp8,5532,0.005856,0.005888,1.00546,1.99693,0.000659134,1,bfp8_blocks+bf16_residual,ok
lp_bnl1.mtx,bfp8_outlier,5532,0.005888,0.005856,0.994565,1.99693,0.000659134,1,bfp8_outlier_blocks+bf16_residual,ok
lp_bnl1.mtx,auto,5532,0.008,0.005888,0.736,1.16197,1.72416e-08,1,dict_u8_lossless,ok
bips98_1450_C.mtx,bfp8,20,0.004928,0.004096,0.831169,2,0.0079549,1,bfp8_blocks+bf16_residual,ok
bips98_1450_C.mtx,bfp8_outlier,20,0.00384,0.003968,1.03333,2,0.0079549,1,bfp8_outlier_blocks+bf16_residual,ok
bips98_1450_C.mtx,auto,20,0.00384,0.003808,0.991667,9,1.71483e-07,1,dict_u8_lossless,ok
slptsk.mtx,bfp8,72465,0.004704,0.005856,1.2449,1.9955,0.00204567,1,bfp8_blocks+bf16_residual,ok
slptsk.mtx,bfp8_outlier,72465,0.006048,0.00592,0.978836,1.9955,0.00204567,1,bfp8_outlier_blocks+bf16_residual,ok
slptsk.mtx,auto,72465,0.007456,0.007168,0.961373,1.9955,0.00204567,1,bfp8_blocks+bf16_residual,ok
farm.mtx,bfp8,41,0.00576,0.004992,0.866667,1.26829,0.00441691,1,bfp8_blocks+bf16_residual,ok
farm.mtx,bfp8_outlier,41,0.00384,0.003808,0.991667,1.26829,0.00441691,1,bfp8_outlier_blocks+bf16_residual,ok
farm.mtx,auto,41,0.005152,0.004928,0.956522,3.34146,0,1,dict_u8_lossless,ok
nemspmm2.mtx,bfp8,68225,0.013792,0.0128,0.928074,1.71436,0.00278736,1,bfp8_blocks+bf16_residual,ok
nemspmm2.mtx,bfp8_outlier,68225,0.014176,0.009984,0.704289,1.73757,0.00114358,1,bfp8_outlier_blocks+bf16_residual,ok
nemspmm2.mtx,auto,68225,0.012032,0.010208,0.848404,1.71436,0.00278736,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_13.mtx,bfp8,43994,0.005888,0.005984,1.0163,1.61311,0.00268775,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_13.mtx,bfp8_outlier,43994,0.008224,0.007072,0.859922,1.63493,0.00268775,1,bfp8_outlier_blocks+bf16_residual,ok
freeFlyingRobot_13.mtx,auto,43994,0.005888,0.005856,0.994565,1.61311,0.00268775,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_6.mtx,bfp8,27030,0.004512,0.004512,1,1.59197,0.00176183,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_6.mtx,bfp8_outlier,27030,0.007584,0.006688,0.881857,1.61979,0.00176183,1,bfp8_outlier_blocks+bf16_residual,ok
freeFlyingRobot_6.mtx,auto,27030,0.00448,0.004544,1.01429,1.59197,0.00176183,1,bfp8_blocks+bf16_residual,ok
reorientation_4.mtx,bfp8,33630,0.005856,0.005888,1.00546,1.70734,0.000964459,1,bfp8_blocks+bf16_residual,ok
reorientation_4.mtx,bfp8_outlier,33630,0.008032,0.005888,0.733068,1.73018,0.000964459,1,bfp8_outlier_blocks+bf16_residual,ok
reorientation_4.mtx,auto,33630,0.007456,0.005952,0.798283,1.70734,0.000964459,1,bfp8_blocks+bf16_residual,ok
spaceStation_11.mtx,bfp8,18954,0.009312,0.008672,0.931271,1.63665,0.00224952,1,bfp8_blocks+bf16_residual,ok
spaceStation_11.mtx,bfp8_outlier,18954,0.01008,0.00688,0.68254,1.66619,0.00167278,1,bfp8_outlier_blocks+bf16_residual,ok
spaceStation_11.mtx,auto,18954,0.008,0.006848,0.856,1.63665,0.00224952,1,bfp8_blocks+bf16_residual,ok
spaceStation_6.mtx,bfp8,17595,0.006688,0.006752,1.00957,1.54771,0.00263064,1,bfp8_blocks+bf16_residual,ok
spaceStation_6.mtx,bfp8_outlier,17595,0.008864,0.00688,0.776173,1.58591,0.00204488,1,bfp8_outlier_blocks+bf16_residual,ok
spaceStation_6.mtx,auto,17595,0.008864,0.008928,1.00722,1.54771,0.00263064,1,bfp8_blocks+bf16_residual,ok
tumorAntiAngiogenesis_7.mtx,bfp8,4597,0.007392,0.006976,0.943723,1.64607,0.000996809,1,bfp8_blocks+bf16_residual,ok
tumorAntiAngiogenesis_7.mtx,bfp8_outlier,4597,0.009376,0.008512,0.90785,1.6774,0.00010687,1,bfp8_outlier_blocks+bf16_residual,ok
tumorAntiAngiogenesis_7.mtx,auto,4597,0.005888,0.00592,1.00543,1.64607,0.000996809,1,bfp8_blocks+bf16_residual,ok
lp_adlittle.mtx,bfp8,424,0.003904,0.004192,1.07377,1.9434,0.000314895,1,bfp8_blocks+bf16_residual,ok
lp_adlittle.mtx,bfp8_outlier,424,0.005984,0.005824,0.973262,1.9434,0.000314895,1,bfp8_outlier_blocks+bf16_residual,ok
lp_adlittle.mtx,auto,424,0.004608,0.004032,0.875,4.0566,7.13724e-09,1,dict_u8_lossless,ok
scrs8-2r_A_09.mtx,bfp8,29255,0.003904,0.003872,0.991803,2,2.58407e-05,1,bfp8_blocks+bf16_residual,ok
scrs8-2r_A_09.mtx,bfp8_outlier,29255,0.004096,0.004064,0.992188,2,2.58407e-05,1,bfp8_outlier_blocks+bf16_residual,ok
scrs8-2r_A_09.mtx,auto,29255,0.00464,0.003936,0.848276,1.00656,4.17219e-09,1,dict_u8_lossless,ok
nopss_11k.mtx,bfp8,44941,0.004192,0.004416,1.05344,1.97276,0.0027229,1,bfp8_blocks+bf16_residual,ok
nopss_11k.mtx,bfp8_outlier,44941,0.008928,0.00784,0.878136,1.97526,0.0027229,1,bfp8_outlier_blocks+bf16_residual,ok
nopss_11k.mtx,auto,44941,0.004256,0.004544,1.06767,1.97276,0.0027229,1,bfp8_blocks+bf16_residual,ok
nnc1374.mtx,bfp8,8588,0.003968,0.004064,1.02419,1.79728,0.00244296,1,bfp8_blocks+bf16_residual,ok
nnc1374.mtx,bfp8_outlier,8588,0.00576,0.00416,0.722222,1.79728,0.00244296,1,bfp8_outlier_blocks+bf16_residual,ok
