matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
n3c6-b2.mtx,bfp8,1365,0.00384,0.003808,0.991667,1.82491,4.24592e-05,1,bfp8_blocks+bf16_residual,ok
n3c6-b2.mtx,bfp8_outlier,1365,0.003808,0.00384,1.0084,1.82491,4.24592e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n3c6-b2.mtx,auto,1365,0.003872,0.003904,1.00826,1.01172,0,1,dict_u8_lossless,ok
lpi_galenet.mtx,bfp8,22,0.003808,0.003872,1.01681,2,0,1,bfp8_blocks+bf16_residual,ok
lpi_galenet.mtx,bfp8_outlier,22,0.005632,0.004192,0.744318,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
lpi_galenet.mtx,auto,22,0.003808,0.00384,1.0084,1.72727,0,1,dict_u8_lossless,ok
t520.mtx,bfp8,286341,0.007904,0.007904,1,1.20294,0.00252279,1,bfp8_blocks+bf16_residual,ok
t520.mtx,bfp8_outlier,286341,0.009216,0.007904,0.857639,1.20294,0.00252279,1,bfp8_outlier_blocks+bf16_residual,ok
t520.mtx,auto,286341,0.013056,0.008512,0.651961,1.00003,0,1,dict_u8_lossless,ok
lp_etamacro.mtx,bfp8,2537,0.005696,0.005248,0.921348,1.96689,2.866e-05,1,bfp8_blocks+bf16_residual,ok
lp_etamacro.mtx,bfp8_outlier,2537,0.003808,0.003936,1.03361,1.96689,2.866e-05,1,bfp8_outlier_blocks+bf16_residual,ok
lp_etamacro.mtx,auto,2537,0.004672,0.006048,1.29452,1.23019,4.54022e-08,1,dict_u8_lossless,ok
poli3.mtx,bfp8,37849,0.008,0.007936,0.992,1.99892,0.00101404,1,bfp8_blocks+bf16_residual,ok
poli3.mtx,bfp8_outlier,37849,0.007936,0.007968,1.00403,1.99892,0.00101404,1,bfp8_outlier_blocks+bf16_residual,ok
poli3.mtx,auto,37849,0.007936,0.007936,1,1.99892,0.00101404,1,bfp8_blocks+bf16_residual,ok
TS_b.mtx,bfp8,140,0.003904,0.00384,0.983607,2,0.00193298,1,bfp8_blocks+bf16_residual,ok
TS_b.mtx,bfp8_outlier,140,0.004704,0.00416,0.884354,2,0.00193298,1,bfp8_outlier_blocks+bf16_residual,ok
TS_b.mtx,auto,140,0.005664,0.005408,0.954802,9,2.71753e-08,1,dict_u8_lossless,ok
deter5.mtx,bfp8,29715,0.00704,0.007488,1.06364,2,0.00224021,1,bfp8_blocks+bf16_residual,ok
deter5.mtx,bfp8_outlier,29715,0.006336,0.006752,1.06566,2,0.00224021,1,bfp8_outlier_blocks+bf16_residual,ok
deter5.mtx,auto,29715,0.004544,0.006528,1.43662,2,0.00224021,1,bfp8_blocks+bf16_residual,ok
stormg2-8.mtx,bfp8,28553,0.004352,0.006272,1.44118,1.99762,0.0011906,1,bfp8_blocks+bf16_residual,ok
stormg2-8.mtx,bfp8_outlier,28553,0.004288,0.004576,1.06716,1.99762,0.0011906,1,bfp8_outlier_blocks+bf16_residual,ok
stormg2-8.mtx,auto,28553,0.005856,0.005248,0.896175,1.02774,2.50042e-08,1,dict_u8_lossless,ok
soc-sign-bitcoin-otc.mtx,bfp8,35592,0.008096,0.008704,1.0751,1.99239,0.000425265,1,bfp8_blocks+bf16_residual,ok
soc-sign-bitcoin-otc.mtx,bfp8_outlier,35592,0.009792,0.011328,1.15686,1.99239,0.000425265,1,bfp8_outlier_blocks+bf16_residual,ok
soc-sign-bitcoin-otc.mtx,auto,35592,0.012544,0.009792,0.780612,1.0045,0,1,dict_u8_lossless,ok
bwm200.mtx,bfp8,796,0.004992,0.00448,0.897436,1.43719,0.00204825,1,bfp8_blocks+bf16_residual,ok
bwm200.mtx,bfp8_outlier,796,0.005728,0.005216,0.910615,1.43719,0.00204825,1,bfp8_outlier_blocks+bf16_residual,ok
bwm200.mtx,auto,796,0.004,0.004064,1.016,1.0603,7.42119e-08,1,dict_u8_lossless,ok
IG5-6.mtx,bfp8,251,0.005952,0.005664,0.951613,1.67729,0.0024426,1,bfp8_blocks+bf16_residual,ok
IG5-6.mtx,bfp8_outlier,251,0.004064,0.004128,1.01575,1.67729,0.0024426,1,bfp8_outlier_blocks+bf16_residual,ok
IG5-6.mtx,auto,251,0.004544,0.00624,1.37324,1.22311,0,1,dict_u8_lossless,ok
rel3.mtx,bfp8,18,0.003808,0.003808,1,1.44444,0.0552979,0,bfp8_blocks+bf16_residual,ok
rel3.mtx,bfp8_outlier,18,0.004224,0.003936,0.931818,1.44444,0.0552979,0,bfp8_outlier_blocks+bf16_residual,ok
rel3.mtx,auto,18,0.00464,0.003808,0.82069,1.88889,0,1,dict_u8_lossless,ok
lp_sc50b.mtx,bfp8,148,0.003808,0.00384,1.0084,2,0.000219298,1,bfp8_blocks+bf16_residual,ok
lp_sc50b.mtx,bfp8_outlier,148,0.004576,0.009408,2.05594,2,0.000219298,1,bfp8_outlier_blocks+bf16_residual,ok
lp_sc50b.mtx,auto,148,0.005792,0.005184,0.895028,1.43243,6.69245e-09,1,dict_u8_lossless,ok
fv3.mtx,bfp8,87025,0.004064,0.004224,1.03937,1.47805,0.00385922,1,bfp8_blocks+bf16_residual,ok
fv3.mtx,bfp8_outlier,87025,0.004192,0.004288,1.0229,1.47805,0.00385922,1,bfp8_outlier_blocks+bf16_residual,ok
fv3.mtx,auto,87025,0.006944,0.005568,0.801843,1.00028,0,1,dict_u8_lossless,ok
epb0.mtx,bfp8,7764,0.005632,0.005344,0.948864,2,0.00194408,1,bfp8_blocks+bf16_residual,ok
epb0.mtx,bfp8_outlier,7764,0.00384,0.003872,1.00833,2,0.00194408,1,bfp8_outlier_blocks+bf16_residual,ok
epb0.mtx,auto,7764,0.003904,0.00384,0.983607,2,0.00194408,1,bfp8_blocks+bf16_residual,ok
impcol_d.mtx,bfp8,1255,0.00384,0.003808,0.991667,1.97291,0.00227685,1,bfp8_blocks+bf16_residual,ok
impcol_d.mtx,bfp8_outlier,1255,0.003616,0.005088,1.40708,1.97291,0.00227685,1,bfp8_outlier_blocks+bf16_residual,ok
impcol_d.mtx,auto,1255,0.00384,0.003808,0.991667,1.12112,4.13083e-09,1,dict_u8_lossless,ok
lp_osa_07.mtx,bfp8,144812,0.011872,0.00832,0.700809,2,0.00216342,1,bfp8_blocks+bf16_residual,ok
lp_osa_07.mtx,bfp8_outlier,144812,0.008576,0.008352,0.973881,2,0.00216342,1,bfp8_outlier_blocks+bf16_residual,ok
lp_osa_07.mtx,auto,144812,0.010112,0.010432,1.03165,2,0.00216342,1,bfp8_blocks+bf16_residual,ok
cage8.mtx,bfp8,11003,0.007072,0.006176,0.873303,1.86785,0.00629225,1,bfp8_blocks+bf16_residual,ok
cage8.mtx,bfp8_outlier,11003,0.006624,0.004672,0.705314,1.87949,0.00711968,1,bfp8_outlier_blocks+bf16_residual,ok
cage8.mtx,auto,11003,0.006208,0.006784,1.09278,1.10906,1.247e-07,1,dict_u8_lossless,ok
jan99jac040.mtx,bfp8,72734,0.005888,0.005856,0.994565,1.98826,0.00215765,1,bfp8_blocks+bf16_residual,ok
jan99jac040.mtx,bfp8_outlier,72734,0.005888,0.005856,0.994565,1.98826,0.00215765,1,bfp8_outlier_blocks+bf16_residual,ok
jan99jac040.mtx,auto,72734,0.005984,0.00592,0.989305,1.98826,0.00215765,1,bfp8_blocks+bf16_residual,ok
lp_standgub.mtx,bfp8,3338,0.006464,0.006432,0.99505,2,0.000172386,1,bfp8_blocks+bf16_residual,ok
lp_standgub.mtx,bfp8_outlier,3338,0.006016,0.006208,1.03191,2,0.000172386,1,bfp8_outlier_blocks+bf16_residual,ok
lp_standgub.mtx,auto,3338,0.007968,0.006176,0.7751,1.30917,1.56601e-08,1,dict_u8_lossless,ok
sctap1-2b_A_3.mtx,bfp8,99454,0.004,0.004256,1.064,1.9897,0.000919118,1,bfp8_blocks+bf16_residual,ok
sctap1-2b_A_3.mtx,bfp8_outlier,99454,0.004,0.004256,1.064,1.9897,0.000919118,1,bfp8_outlier_blocks+bf16_residual,ok
sctap1-2b_A_3.mtx,auto,99454,0.009376,0.006656,0.709898,1.00137,0,1,dict_u8_lossless,ok
ex29.mtx,bfp8,23754,0.003968,0.003968,1,1.50968,0.000614125,1,bfp8_blocks+bf16_residual,ok
ex29.mtx,bfp8_outlier,23754,0.006048,0.004032,0.666667,1.55683,0.000540899,1,bfp8_outlier_blocks+bf16_residual,ok
ex29.mtx,auto,23754,0.004192,0.003968,0.946565,1.50968,0.000614125,1,bfp8_blocks+bf16_residual,ok
rdb1250l.mtx,bfp8,7300,0.00608,0.005952,0.978947,1.49699,0.00561357,1,bfp8_blocks+bf16_residual,ok
rdb1250l.mtx,bfp8_outlier,7300,0.005152,0.005152,1,1.49699,0.00561357,1,bfp8_outlier_blocks+bf16_residual,ok
rdb1250l.mtx,auto,7300,0.006272,0.00608,0.969388,1.00658,9.41003e-08,1,dict_u8_lossless,ok
rdb968.mtx,bfp8,5632,0.005696,0.005216,0.91573,1.49219,0.00406662,1,bfp8_blocks+bf16_residual,ok
rdb968.mtx,bfp8_outlier,5632,0.005216,0.0048,0.920245,1.49219,0.00406662,1,bfp8_outlier_blocks+bf16_residual,ok
rdb968.mtx,auto,5632,0.00528,0.005536,1.04848,1.00852,8.87117e-08,1,dict_u8_lossless,ok
cep1.mtx,bfp8,8233,0.00384,0.003808,0.991667,1.99903,0.00131331,1,bfp8_blocks+bf16_residual,ok
cep1.mtx,bfp8_outlier,8233,0.004576,0.004448,0.972028,1.99903,0.00131331,1,bfp8_outlier_blocks+bf16_residual,ok
cep1.mtx,auto,8233,0.0048,0.003584,0.746667,1.0136,6.57706e-08,1,dict_u8_lossless,ok
lp_greenbea.mtx,bfp8,31070,0.00832,0.008672,1.04231,1.90483,0.000737028,1,bfp8_blocks+bf16_residual,ok
lp_greenbea.mtx,bfp8_outlier,31070,0.012256,0.009856,0.804178,1.91307,0.000732061,1,bfp8_outlier_blocks+bf16_residual,ok
lp_greenbea.mtx,auto,31070,0.008896,0.007872,0.884892,1.90483,0.000737028,1,bfp8_blocks+bf16_residual,ok
model2.mtx,bfp8,7607,0.006464,0.006688,1.03465,1.95583,0.00409285,1,bfp8_blocks+bf16_residual,ok
model2.mtx,bfp8_outlier,7607,0.00848,0.006816,0.803774,1.96004,0.00409285,1,bfp8_outlier_blocks+bf16_residual,ok
model2.mtx,auto,7607,0.006464,0.007744,1.19802,1.95583,0.00409285,1,bfp8_blocks+bf16_residual,ok
c-19.mtx,bfp8,21817,0.007968,0.007904,0.991968,1.86162,0.00274503,1,bfp8_blocks+bf16_residual,ok
c-19.mtx,bfp8_outlier,21817,0.012192,0.009536,0.782152,1.87336,0.00274503,1,bfp8_outlier_blocks+bf16_residual,ok
c-19.mtx,auto,21817,0.010912,0.009408,0.86217,1.86162,0.00274503,1,bfp8_blocks+bf16_residual,ok
c-28.mtx,bfp8,30590,0.005888,0.006592,1.11957,1.88186,0.000539517,1,bfp8_blocks+bf16_residual,ok
c-28.mtx,bfp8_outlier,30590,0.008032,0.006464,0.804781,1.89284,0.000539517,1,bfp8_outlier_blocks+bf16_residual,ok
c-28.mtx,auto,30590,0.005888,0.006432,1.09239,1.88186,0.000539517,1,bfp8_blocks+bf16_residual,ok
c-39.mtx,bfp8,116587,0.012032,0.01088,0.904255,1.75508,0.0014289,1,bfp8_blocks+bf16_residual,ok
c-39.mtx,bfp8_outlier,116587,0.013088,0.010944,0.836186,1.77759,0.0014289,1,bfp8_outlier_blocks+bf16_residual,ok
c-39.mtx,auto,116587,0.013632,0.012736,0.934272,1.75508,0.0014289,1,bfp8_blocks+bf16_residual,ok
t2d_q9_A_21.mtx,bfp8,87025,0.006048,0.00576,0.952381,1.47805,0.00398447,1,bfp8_blocks+bf16_residual,ok
t2d_q9_A_21.mtx,bfp8_outlier,87025,0.006176,0.004224,0.683938,1.52861,0.00119841,1,bfp8_outlier_blocks+bf16_residual,ok
t2d_q9_A_21.mtx,auto,87025,0.00464,0.006592,1.42069,1.47805,0.00398447,1,bfp8_blocks+bf16_residual,ok
kineticBatchReactor_5.mtx,bfp8,80767,0.009056,0.007936,0.876325,1.80393,0.00129872,1,bfp8_blocks+bf16_residual,ok
kineticBatchReactor_5.mtx,bfp8_outlier,80767,0.01008,0.008096,0.803175,1.82097,0.000856147,1,bfp8_outlier_blocks+bf16_residual,ok
kineticBatchReactor_5.mtx,auto,80767,0.008032,0.00896,1.11554,1.80393,0.00129872,1,bfp8_blocks+bf16_residual,ok
spaceShuttleEntry_3.mtx,bfp8,28757,0.005856,0.005888,1.00546,1.62493,0.00463689,1,bfp8_blocks+bf16_residual,ok
spaceShuttleEntry_3.mtx,bfp8_outlier,28757,0.00592,0.00592,1,1.62493,0.00463689,1,bfp8_outlier_blocks+bf16_residual,ok
spaceShuttleEntry_3.mtx,auto,28757,0.00752,0.006752,0.897872,1.62493,0.00463689,1,bfp8_blocks+bf16_residual,ok
mark3jac020sc.mtx,bfp8,52883,0.004416,0.0048,1.08696,1.94556,1.18911e-05,1,bfp8_blocks+bf16_residual,ok
mark3jac020sc.mtx,bfp8_outlier,52883,0.008576,0.007296,0.850746,1.9507,9.50274e-07,1,bfp8_outlier_blocks+bf16_residual,ok
mark3jac020sc.mtx,auto,52883,0.004448,0.004768,1.07194,1.94556,1.18911e-05,1,bfp8_blocks+bf16_residual,ok
bips07_3078_C.mtx,bfp8,20,0.003904,0.003776,0.967213,2,0.00093421,1,bfp8_blocks+bf16_residual,ok
bips07_3078_C.mtx,bfp8_outlier,20,0.004256,0.003872,0.909774,2,0.00093421,1,bfp8_outlier_blocks+bf16_residual,ok
bips07_3078_C.mtx,auto,20,0.005312,0.004,0.753012,9,6.41418e-08,1,dict_u8_lossless,ok
rosen2.mtx,bfp8,47536,0.010208,0.009408,0.92163,1.08633,0.00405946,1,bfp8_blocks+bf16_residual,ok
rosen2.mtx,bfp8_outlier,47536,0.010048,0.010048,1,1.08633,0.00405946,1,bfp8_outlier_blocks+bf16_residual,ok
rosen2.mtx,auto,47536,0.009952,0.007936,0.797428,1.00303,0,1,dict_u8_lossless,ok
lpi_itest6.mtx,bfp8,29,0.005248,0.005184,0.987805,2,0.0015625,1,bfp8_blocks+bf16_residual,ok
lpi_itest6.mtx,bfp8_outlier,29,0.003808,0.003872,1.01681,2,0.0015625,1,bfp8_outlier_blocks+bf16_residual,ok
lpi_itest6.mtx,auto,29,0.003808,0.00384,1.0084,3.48276,6.35783e-08,1,dict_u8_lossless,ok
model9.mtx,bfp8,55956,0.008384,0.008448,1.00763,1.54634,0.00190163,1,bfp8_blocks+bf16_residual,ok
model9.mtx,bfp8_outlier,55956,0.012736,0.01104,0.866834,1.58551,0.00148387,1,bfp8_outlier_blocks+bf16_residual,ok
model9.mtx,auto,55956,0.00832,0.008544,1.02692,1.54634,0.00190163,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_12.mtx,bfp8,41940,0.007008,0.005728,0.817352,1.62642,0.000897941,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_12.mtx,bfp8_outlier,41940,0.008032,0.005984,0.74502,1.64931,0.000897941,1,bfp8_outlier_blocks+bf16_residual,ok
freeFlyingRobot_12.mtx,auto,41940,0.0072,0.006976,0.968889,1.62642,0.000897941,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_5.mtx,bfp8,24582,0.00432,0.004608,1.06667,1.55061,0.0025059,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_5.mtx,bfp8_outlier,24582,0.006336,0.004576,0.722222,1.58836,0.0025059,1,bfp8_outlier_blocks+bf16_residual,ok
freeFlyingRobot_5.mtx,auto,24582,0.004192,0.00512,1.22137,1.55061,0.0025059,1,bfp8_blocks+bf16_residual,ok
reorientation_3.mtx,bfp8,32166,0.005888,0.005984,1.0163,1.68184,0.00177252,1,bfp8_blocks+bf16_residual,ok
reorientation_3.mtx,bfp8_outlier,32166,0.008064,0.005856,0.72619,1.69975,0.00177252,1,bfp8_outlier_blocks+bf16_residual,ok
reorientation_3.mtx,auto,32166,0.00752,0.006816,0.906383,1.68184,0.00177252,1,bfp8_blocks+bf16_residual,ok
spaceStation_10.mtx,bfp8,17478,0.007712,0.008256,1.07054,1.64441,0.00261319,1,bfp8_blocks+bf16_residual,ok
spaceStation_10.mtx,bfp8_outlier,17478,0.00864,0.008896,1.02963,1.67553,0.00169257,1,bfp8_outlier_blocks+bf16_residual,ok
spaceStation_10.mtx,auto,17478,0.008704,0.008832,1.01471,1.64441,0.00261319,1,bfp8_blocks+bf16_residual,ok
spaceStation_5.mtx,bfp8,15219,0.008288,0.008128,0.980695,1.58775,0.00198478,1,bfp8_blocks+bf16_residual,ok
spaceStation_5.mtx,bfp8_outlier,15219,0.008864,0.006624,0.747292,1.61824,0.00198478,1,bfp8_outlier_blocks+bf16_residual,ok
spaceStation_5.mtx,auto,15219,0.006528,0.006208,0.95098,1.58775,0.00198478,1,bfp8_blocks+bf16_residual,ok
tumorAntiAngiogenesis_6.mtx,bfp8,4795,0.008928,0.009216,1.03226,1.59166,0.0022586,1,bfp8_blocks+bf16_residual,ok
tumorAntiAngiogenesis_6.mtx,bfp8_outlier,4795,0.008032,0.005888,0.733068,1.62503,0.0022586,1,bfp8_outlier_blocks+bf16_residual,ok
tumorAntiAngiogenesis_6.mtx,auto,4795,0.007776,0.007232,0.930041,1.59166,0.0022586,1,bfp8_blocks+bf16_residual,ok
bp_800.mtx,bfp8,4534,0.00624,0.006016,0.964103,1.96515,0.0028712,1,bfp8_blocks+bf16_residual,ok
bp_800.mtx,bfp8_outlier,4534,0.006336,0.006048,0.954545,1.96515,0.0028712,1,bfp8_outlier_blocks+bf16_residual,ok
bp_800.mtx,auto,4534,0.008864,0.008,0.902527,1.96515,0.0028712,1,bfp8_blocks+bf16_residual,ok
scrs8-2r_A_08.mtx,bfp8,14663,0.00384,0.004064,1.05833,2,2.57272e-05,1,bfp8_blocks+bf16_residual,ok
scrs8-2r_A_08.mtx,bfp8_outlier,14663,0.00592,0.005216,0.881081,2,2.57272e-05,1,bfp8_outlier_blocks+bf16_residual,ok
scrs8-2r_A_08.mtx,auto,14663,0.00608,0.004768,0.784211,1.01309,5.09185e-09,1,dict_u8_lossless,ok
mimo8x8_system.mtx,bfp8,48872,0.004224,0.004544,1.07576,1.97054,0.0027229,1,bfp8_blocks+bf16_residual,ok
mimo8x8_system.mtx,bfp8_outlier,48872,0.006176,0.004448,0.720207,1.97315,0.0027229,1,bfp8_outlier_blocks+bf16_residual,ok
mimo8x8_system.mtx,auto,48872,0.005952,0.00448,0.752688,1.97054,0.0027229,1,bfp8_blocks+bf16_residual,ok
gemat12.mtx,bfp8,33044,0.006336,0.006304,0.99495,1.82935,0.00705185,1,bfp8_blocks+bf16_residual,ok
