matrix,requested_operator,operator_name,operator_family,status,failure_class,claim_status,avg_ms,min_ms,speedup_vs_cusparse,speedup_vs_original_lb,speedup_vs_original_nolb,value_payload_bytes,position_payload_bytes,value_codec,value_codec_effective,value_codec_auto_selected,value_codec_auto_unique_count,value_codec_auto_candidate_payload_bytes,value_codec_exact,value_codebook_size,verify_gate,verify_cpu
DK01R.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0060,0.0050,2.483333,1.000000,,94128,8944,original,original,false,0,0,true,0,exact_abs_or_rel,"PASS, max_abs=0.0000, max_rel=0.0000"
DK01R.mtx,auto_lossless_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0053,0.0046,2.811321,1.132075,,94128,8944,auto_lossless,original,true,9930,94128,true,0,exact_abs_or_rel,"PASS, max_abs=0.0000, max_rel=0.0000"
DK01R.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,fail:1,accuracy_fail,accuracy_fail,0.0072,0.0054,2.069444,0.833333,,23532,8944,fp16,fp16,false,0,0,false,0,spmv_max_rel,"FAIL, max_abs=inf, max_rel=inf"
DK01R.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0071,0.0049,2.098592,0.845070,,23532,8944,bf16,bf16,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=22253.3925, max_rel=8.0838"
DK01R.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0078,0.0059,1.910256,0.769231,,14002,8944,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=45503.1683, max_rel=1311.8534"
DK01R.mtx,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0084,0.0069,1.773810,0.714286,,14930,8944,bfp8_outlier,bfp8_outlier,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=3588.5526, max_rel=1311.8534"
DK01R.mtx,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,fail:1,accuracy_fail,accuracy_fail,0.0076,0.0067,1.960526,0.789474,,8119,8944,bfp4,bfp4,false,0,0,false,0,spmv_max_rel,"FAIL, max_abs=279685.7396, max_rel=1950.6546"
DK01R.mtx,hybrid_lb,hybrid_lb,structural_hybrid,ok,none,promoted_fallback,0.0075,0.0060,1.986667,0.800000,,94128,,original,raw_double,false,,,1,0,exact_abs_or_rel,"PASS, max_abs=0.0000, max_rel=0.0000"
DK01R.mtx,cusparse_default,cusparse_csr,external_baseline,ok,none,external_baseline,0.0149,0.0102,1.000000,0.402685,,94128,50680,original,original,false,,,true,0,exact_abs_or_rel,"PASS, max_abs=0.0000, max_rel=0.0000"
FA.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0108,0.0098,1.546296,1.000000,,577408,528440,original,original,false,0,0,true,0,exact_abs_or_rel,"PASS, max_abs=0.0000, max_rel=4.3333"
FA.mtx,auto_lossless_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0116,0.0102,1.439655,0.931034,,577408,528440,auto_lossless,original,true,778,577408,true,0,exact_abs_or_rel,"PASS, max_abs=0.0000, max_rel=4.3333"
FA.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0102,0.0087,1.637255,1.058824,,144352,528440,fp16,fp16,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=0.0002, max_rel=3298534883329.0000"
FA.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0093,0.0084,1.795699,1.161290,,144352,528440,bf16,bf16,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=0.0021, max_rel=26388279066623.0000"
FA.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0092,0.0084,1.815217,1.173913,,204286,528440,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=0.0035, max_rel=16000184833366.3340"
FA.mtx,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0125,0.0104,1.336000,0.864000,,210046,528440,bfp8_outlier,bfp8_outlier,false,0,0,false,0,spmv_max_rel,"PASS, max_abs=0.0035, max_rel=16000184833366.3340"
FA.mtx,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,fail:1,accuracy_fail,accuracy_fail,0.0133,0.0119,1.255639,0.812030,,168198,528440,bfp4,bfp4,false,0,0,false,0,spmv_max_rel,"FAIL, max_abs=0.0562, max_rel=98186388360397.7969"
