matrix,status,group,nnz,num_blocks,mat_fill,gspan,real_i8,null_i8,gain_i8,real_i4,null_i4,gain_i4
HB/can_24/can_24.mtx,pattern,HB,160,18,0.27778,0.0,,,,,,
HB/can_256/can_256.mtx,pattern,HB,2916,651,0.13998,0.0,,,,,,
HB/can_268/can_268.mtx,pattern,HB,3082,643,0.14979,0.0,,,,,,
HB/can_292/can_292.mtx,pattern,HB,2540,521,0.15235,0.0,,,,,,
HB/can_715/can_715.mtx,pattern,HB,6665,1246,0.16716,0.0,,,,,,
HB/can_73/can_73.mtx,pattern,HB,377,96,0.12272,0.0,,,,,,
HB/can_838/can_838.mtx,pattern,HB,10010,2194,0.14258,0.0,,,,,,
HB/can_96/can_96.mtx,pattern,HB,768,128,0.1875,0.0,,,,,,
HB/can_445/can_445.mtx,pattern,HB,3809,687,0.17326,0.0,,,,,,
HB/can_61/can_61.mtx,pattern,HB,557,84,0.20722,0.0,,,,,,
HB/can_62/can_62.mtx,pattern,HB,218,56,0.12165,0.0,,,,,,
HB/can_634/can_634.mtx,pattern,HB,7228,1547,0.14601,0.0,,,,,,
HB/curtis54/curtis54.mtx,pattern,HB,291,44,0.20668,0.0,,,,,,
HB/dwt_1005/dwt_1005.mtx,pattern,HB,8621,1520,0.17724,0.0,,,,,,
HB/dwt_1007/dwt_1007.mtx,pattern,HB,8575,1255,0.21352,0.0,,,,,,
HB/dwt_1242/dwt_1242.mtx,pattern,HB,10426,1961,0.16615,0.0,,,,,,
HB/dwt_162/dwt_162.mtx,pattern,HB,1182,198,0.18655,0.0,,,,,,
HB/dwt_193/dwt_193.mtx,pattern,HB,3493,455,0.2399,0.0,,,,,,
HB/dwt_198/dwt_198.mtx,pattern,HB,1392,220,0.19773,0.0,,,,,,
HB/dwt_209/dwt_209.mtx,pattern,HB,1743,405,0.13449,0.0,,,,,,
HB/bcsstm23/bcsstm23.mtx,ok,HB,3134,784,0.12492,29.817,0.001975,0.002099,0.0593,0.032329,0.034884,0.0733
HB/bcsstm24/bcsstm24.mtx,ok,HB,3562,891,0.12493,44.039,0.002173,0.002478,0.1228,0.029223,0.037898,0.2289
HB/bcsstm25/bcsstm25.mtx,ok,HB,15439,3860,0.12499,32.497,0.002315,0.000636,-2.6428,0.032247,0.005634,-4.7239
HB/bcsstm26/bcsstm26.mtx,ok,HB,1922,481,0.12487,17.997,0.00123,0.002684,0.5417,0.002951,0.034541,0.9146
HB/dwt_221/dwt_221.mtx,pattern,HB,1629,315,0.16161,0.0,,,,,,
HB/dwt_234/dwt_234.mtx,pattern,HB,834,210,0.12411,0.0,,,,,,
HB/dwt_245/dwt_245.mtx,pattern,HB,1461,310,0.14728,0.0,,,,,,
HB/dwt_2680/dwt_2680.mtx,pattern,HB,25026,5142,0.15209,0.0,,,,,,
HB/dwt_72/dwt_72.mtx,pattern,HB,222,46,0.15082,0.0,,,,,,
HB/dwt_758/dwt_758.mtx,pattern,HB,5994,792,0.23651,0.0,,,,,,
HB/dwt_869/dwt_869.mtx,pattern,HB,7285,1062,0.21437,0.0,,,,,,
HB/dwt_87/dwt_87.mtx,pattern,HB,541,131,0.12906,0.0,,,,,,
HB/dwt_307/dwt_307.mtx,pattern,HB,2523,441,0.17878,0.0,,,,,,
HB/dwt_310/dwt_310.mtx,pattern,HB,2448,270,0.28333,0.0,,,,,,
HB/dwt_346/dwt_346.mtx,pattern,HB,3226,610,0.16527,0.0,,,,,,
HB/dwt_361/dwt_361.mtx,pattern,HB,2953,429,0.21511,0.0,,,,,,
HB/dwt_419/dwt_419.mtx,pattern,HB,3563,908,0.12263,0.0,,,,,,
HB/dwt_492/dwt_492.mtx,pattern,HB,3156,653,0.15103,0.0,,,,,,
HB/dwt_503/dwt_503.mtx,pattern,HB,6027,1060,0.17768,0.0,,,,,,
HB/dwt_512/dwt_512.mtx,pattern,HB,3502,525,0.20845,0.0,,,,,,
HB/cegb2802/cegb2802.mtx,pattern,HB,277362,13113,0.66099,0.0,,,,,,
HB/cegb2919/cegb2919.mtx,pattern,HB,321543,17741,0.56638,0.0,,,,,,
HB/cegb3024/cegb3024.mtx,pattern,HB,79848,6768,0.36868,0.0,,,,,,
HB/cegb3306/cegb3306.mtx,pattern,HB,74916,4792,0.48855,0.0,,,,,,
HB/dwt_878/dwt_878.mtx,pattern,HB,7448,1097,0.21217,0.0,,,,,,
HB/dwt_918/dwt_918.mtx,pattern,HB,7384,1316,0.17534,0.0,,,,,,
HB/dwt_992/dwt_992.mtx,pattern,HB,16744,2184,0.23958,0.0,,,,,,
HB/eris1176/eris1176.mtx,pattern,HB,18552,2092,0.27713,0.0,,,,,,
HB/bcsstm27/bcsstm27.mtx,ok,HB,56126,3115,0.56306,27.829,0.014767,0.014824,0.0039,0.123908,0.110327,-0.1231
HB/beacxc/beacxc.mtx,ok,HB,50409,6186,0.25465,20.084,0.005766,0.012013,0.52,0.078487,0.089078,0.1189
HB/beaflw/beaflw.mtx,ok,HB,53403,6367,0.26211,20.357,0.008893,0.007741,-0.1488,0.110645,0.043736,-1.5298
HB/beause/beause.mtx,ok,HB,44551,5807,0.23975,20.332,0.008711,0.007993,-0.0897,0.11037,0.046126,-1.3928
HB/fs_680_1/fs_680_1.mtx,ok,HB,2184,492,0.13872,239.446,0.004654,0.002525,-0.8429,0.094506,0.016644,-4.678
HB/fs_680_2/fs_680_2.mtx,ok,HB,2424,549,0.13798,107.022,0.004872,0.001374,-2.5468,0.09444,0.01097,-7.6092
HB/fs_680_3/fs_680_3.mtx,ok,HB,2471,558,0.13838,98.227,0.004883,0.000931,-4.2433,0.094443,0.011537,-7.186
HB/fs_760_1/fs_760_1.mtx,ok,HB,5739,1327,0.13515,103.279,0.002746,0.000747,-2.6779,0.034802,0.005071,-5.8627
HB/dwt_59/dwt_59.mtx,pattern,HB,267,56,0.149,0.0,,,,,,
HB/dwt_592/dwt_592.mtx,pattern,HB,5104,831,0.19194,0.0,,,,,,
HB/dwt_607/dwt_607.mtx,pattern,HB,5131,1032,0.15537,0.0,,,,,,
HB/dwt_66/dwt_66.mtx,pattern,HB,320,66,0.15152,0.0,,,,,,
HB/fs_183_1/fs_183_1.mtx,ok,HB,998,309,0.10093,111.807,0.001425,2e-06,-930.3618,0.00573,6e-06,-901.0259
HB/fs_183_3/fs_183_3.mtx,ok,HB,1069,330,0.10123,61.642,0.001431,2e-06,-661.1465,0.026906,1.5e-05,-1739.8596
HB/fs_183_4/fs_183_4.mtx,ok,HB,1069,330,0.10123,61.804,0.001574,2e-06,-752.8646,0.013435,3.8e-05,-353.1732
HB/fs_183_6/fs_183_6.mtx,ok,HB,1000,309,0.10113,204.986,0.001994,3e-06,-755.4517,0.021666,5e-06,-4178.7858
HB/fs_541_1/fs_541_1.mtx,ok,HB,4282,962,0.1391,67.383,0.002273,0.002001,-0.1363,0.037555,0.021139,-0.7766
HB/fs_541_2/fs_541_2.mtx,ok,HB,4282,962,0.1391,67.383,0.00418,0.001755,-1.3824,0.077689,0.00989,-6.8554
HB/fs_541_3/fs_541_3.mtx,ok,HB,4282,962,0.1391,48.386,0.005333,0.001894,-1.8155,0.065854,0.012396,-4.3126
HB/fs_541_4/fs_541_4.mtx,ok,HB,4273,961,0.13895,52.762,0.003703,0.002289,-0.6179,0.074954,0.016827,-3.4543
HB/fs_760_2/fs_760_2.mtx,ok,HB,5739,1327,0.13515,103.279,0.002852,0.000169,-15.852,0.036428,0.003015,-11.0809
HB/fs_760_3/fs_760_3.mtx,ok,HB,5816,1343,0.13533,80.352,0.002852,0.000124,-22.0716,0.036428,0.00113,-31.2336
HB/gemat1/gemat1.mtx,ok,HB,46591,13733,0.10602,75.408,0.002467,0.004274,0.4229,0.040189,0.053662,0.2511
HB/gemat11/gemat11.mtx,ok,HB,33108,10294,0.10051,70.675,0.004245,0.003946,-0.0756,0.069296,0.061106,-0.134
HB/gre_115/gre_115.mtx,ok,HB,421,143,0.092,23.93,0.001545,0.002584,0.4022,0.02444,0.049726,0.5085
HB/gre_185/gre_185.mtx,ok,HB,975,268,0.11369,4.848,0.002302,0.003134,0.2654,0.042456,0.059957,0.2919
HB/gre_216a/gre_216a.mtx,ok,HB,812,197,0.12881,1.585,0.000984,0.001753,0.4385,0.017857,0.032297,0.4471
HB/gre_216b/gre_216b.mtx,ok,HB,812,197,0.12881,6.672,0.003643,0.004245,0.1417,0.017652,0.02083,0.1526
HB/illc1033/illc1033.mtx,ok,HB,4719,1085,0.13592,15.173,0.000902,0.0035,0.7424,0.013322,0.060722,0.7806
HB/illc1850/illc1850.mtx,ok,HB,8636,1867,0.14455,15.173,0.001208,0.003404,0.6451,0.020965,0.060686,0.6545
HB/impcol_a/impcol_a.mtx,ok,HB,572,152,0.1176,19.731,0.005636,0.006106,0.0771,0.025173,0.03275,0.2314
HB/impcol_b/impcol_b.mtx,ok,HB,271,46,0.1841,54.149,0.001651,0.003383,0.5122,0.026727,0.050687,0.4727
HB/jagmesh2/jagmesh2.mtx,pattern,HB,6865,1435,0.1495,0.0,,,,,,
HB/jagmesh3/jagmesh3.mtx,pattern,HB,7361,1467,0.1568,0.0,,,,,,
HB/jagmesh4/jagmesh4.mtx,pattern,HB,9504,1908,0.15566,0.0,,,,,,
HB/jagmesh5/jagmesh5.mtx,pattern,HB,7750,1531,0.15819,0.0,,,,,,
HB/gre_343/gre_343.mtx,ok,HB,1310,335,0.1222,1.585,0.000539,0.001312,0.5889,0.009788,0.025857,0.6215
HB/gre_512/gre_512.mtx,ok,HB,1976,483,0.12785,1.585,0.000542,0.001132,0.521,0.009835,0.019648,0.4994
HB/hor_131/hor_131.mtx,ok,HB,4182,931,0.14037,46.024,0.004478,0.006373,0.2974,0.071703,0.081398,0.1191
HB/ibm32/ibm32.mtx,pattern,HB,126,31,0.12702,0.0,,,,,,
HB/impcol_c/impcol_c.mtx,ok,HB,400,112,0.11161,11.229,0.001207,0.004836,0.7504,0.021847,0.072422,0.6983
HB/impcol_d/impcol_d.mtx,ok,HB,1255,352,0.11142,9.966,0.000927,0.004019,0.7692,0.017064,0.072925,0.766
HB/impcol_e/impcol_e.mtx,ok,HB,1303,238,0.17109,28.172,0.000167,0.002311,0.9277,0.001106,0.008588,0.8712
HB/jagmesh1/jagmesh1.mtx,pattern,HB,6264,1235,0.1585,0.0,,,,,,
HB/jagmesh6/jagmesh6.mtx,pattern,HB,8993,1796,0.15648,0.0,,,,,,
HB/jagmesh7/jagmesh7.mtx,pattern,HB,7450,1530,0.15217,0.0,,,,,,
HB/jagmesh8/jagmesh8.mtx,pattern,HB,7465,1550,0.1505,0.0,,,,,,
HB/jagmesh9/jagmesh9.mtx,pattern,HB,9101,1842,0.1544,0.0,,,,,,
HB/jgl009/jgl009.mtx,pattern,HB,50,6,0.26042,0.0,,,,,,
HB/jgl011/jgl011.mtx,pattern,HB,76,6,0.39583,0.0,,,,,,
HB/jpwh_991/jpwh_991.mtx,ok,HB,6027,3508,0.05369,3.907,0.001105,0.001029,-0.0742,0.01457,0.016112,0.0957
HB/lap_25/lap_25.mtx,pattern,HB,169,18,0.2934,0.0,,,,,,
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_20.mtx,ok,FlowIPM22,797974,722225,0.03453,5.755,0.001145,0.000354,-2.2339,0.018501,0.006187,-1.9902
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_21.mtx,ok,FlowIPM22,797974,722225,0.03453,6.778,0.001145,0.000354,-2.2336,0.018502,0.006187,-1.9902
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_22.mtx,ok,FlowIPM22,797974,722225,0.03453,7.837,0.001145,0.000354,-2.2333,0.018502,0.006188,-1.9902
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_23.mtx,ok,FlowIPM22,797974,722225,0.03453,8.911,0.001145,0.000354,-2.2333,0.018501,0.006188,-1.9901
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_16.mtx,ok,FlowIPM22,797974,722225,0.03453,12.634,0.001145,0.000354,-2.2329,0.018501,0.006188,-1.99
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_17.mtx,ok,FlowIPM22,797974,722225,0.03453,13.959,0.001145,0.000354,-2.2329,0.018501,0.006188,-1.99
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_18.mtx,ok,FlowIPM22,797974,722225,0.03453,15.285,0.001145,0.000354,-2.2329,0.018501,0.006188,-1.9899
FlowIPM22/uni_chimera_i2/uni_chimera_i2_A_19.mtx,ok,FlowIPM22,797974,722225,0.03453,4.843,0.001145,0.000354,-2.2347,0.018502,0.006187,-1.9903
HB/gemat12/gemat12.mtx,ok,HB,33044,10278,0.10047,70.626,0.004108,0.004263,0.0364,0.067137,0.059801,-0.1227
HB/gent113/gent113.mtx,pattern,HB,655,118,0.17346,0.0,,,,,,
HB/gr_30_30/gr_30_30.mtx,ok,HB,7744,1088,0.22243,3.0,0.000858,0.002371,0.6382,0.015563,0.043299,0.6406
HB/gre_1107/gre_1107.mtx,ok,HB,5664,1747,0.10132,22.278,0.001484,0.002205,0.3267,0.027592,0.039347,0.2987
HB/bcsstk16/bcsstk16.mtx,ok,HB,290378,19017,0.47717,57.0,0.007012,0.01176,0.4038,0.115204,0.178972,0.3563
HB/bcsstk19/bcsstk19.mtx,ok,HB,6853,822,0.26053,68.203,0.009219,0.005406,-0.7051,0.112021,0.04924,-1.275
HB/bcsstk20/bcsstk20.mtx,ok,HB,3135,443,0.22115,64.429,0.004996,0.003256,-0.5343,0.040167,0.015328,-1.6206
HB/bcsstk21/bcsstk21.mtx,ok,HB,26600,5780,0.14381,22.391,0.003,0.00317,0.0537,0.048936,0.057127,0.1434
HB/lns_131/lns_131.mtx,ok,HB,536,136,0.12316,60.669,0.003087,0.000779,-2.9633,0.036827,0.011614,-2.1709
HB/lns_3937/lns_3937.mtx,ok,HB,25407,6197,0.12812,59.07,0.001716,0.000616,-1.7872,0.031616,0.008681,-2.6422
HB/lns_511/lns_511.mtx,ok,HB,2796,725,0.12052,61.1,0.002581,0.000664,-2.8865,0.037231,0.007288,-4.1086
HB/lnsp3937/lnsp3937.mtx,ok,HB,25407,5627,0.1411,59.07,0.000846,0.000697,-0.2142,0.015828,0.010287,-0.5386
HB/lshp3025/lshp3025.mtx,pattern,HB,20833,4126,0.15779,0.0,,,,,,
HB/lshp3466/lshp3466.mtx,pattern,HB,23896,4773,0.15645,0.0,,,,,,
HB/lshp_265/lshp_265.mtx,pattern,HB,1753,362,0.15133,0.0,,,,,,
HB/lshp_406/lshp_406.mtx,pattern,HB,2716,559,0.15183,0.0,,,,,,
HB/lshp1561/lshp1561.mtx,pattern,HB,10681,2123,0.15722,0.0,,,,,,
HB/lshp1882/lshp1882.mtx,pattern,HB,12904,2577,0.15648,0.0,,,,,,
HB/lshp2233/lshp2233.mtx,pattern,HB,15337,3052,0.15704,0.0,,,,,,
HB/lshp2614/lshp2614.mtx,pattern,HB,17980,3579,0.15699,0.0,,,,,,
HB/lock3491/lock3491.mtx,pattern,HB,160444,8635,0.58065,0.0,,,,,,
HB/lock_700/lock_700.mtx,pattern,HB,22175,1447,0.4789,0.0,,,,,,
HB/lshp1009/lshp1009.mtx,pattern,HB,6865,1435,0.1495,0.0,,,,,,
HB/lshp1270/lshp1270.mtx,pattern,HB,8668,1764,0.15356,0.0,,,,,,
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_13.mtx,ok,FlowIPM22,1100592,1023969,0.03359,19.533,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_14.mtx,ok,FlowIPM22,1100592,1023969,0.03359,20.861,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_15.mtx,ok,FlowIPM22,1100592,1023969,0.03359,22.19,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_16.mtx,ok,FlowIPM22,1100592,1023969,0.03359,23.518,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
HB/nos2/nos2.mtx,ok,HB,4137,478,0.27046,17.907,0.00279,0.002289,-0.2188,0.059526,0.049075,-0.2129
HB/nos3/nos3.mtx,ok,HB,15844,1260,0.39296,60.046,0.003793,0.007109,0.4666,0.067047,0.142323,0.5289
HB/nos4/nos4.mtx,ok,HB,594,94,0.19747,4.606,0.00343,0.004395,0.2196,0.090767,0.091881,0.0121
HB/nos5/nos5.mtx,ok,HB,5172,936,0.17268,68.705,0.004686,0.005675,0.1744,0.07126,0.084303,0.1547
Grueninger/windtunnel_evap2d/windtunnel_evap2d.mtx,ok,Grueninger,109368,21774,0.15696,87.123,0.001816,0.000811,-1.2382,0.023348,0.009218,-1.533
Grueninger/windtunnel_evap3d/windtunnel_evap3d.mtx,ok,Grueninger,803978,193554,0.12981,104.384,0.002271,0.000959,-1.3672,0.030987,0.011772,-1.6324
Grund/b1_ss/b1_ss.mtx,ok,Grund,15,2,0.23438,7.017,0.001007,0.001007,0.0,0.014618,0.014618,0.0
Grund/b2_ss/b2_ss.mtx,ok,Grund,3895,1294,0.09406,34.247,0.000722,0.001077,0.3293,0.008648,0.007256,-0.1919
HB/lnsp_131/lnsp_131.mtx,ok,HB,536,164,0.10213,60.669,0.000422,0.000291,-0.453,0.00574,0.008132,0.2942
HB/lnsp_511/lnsp_511.mtx,ok,HB,2796,714,0.12237,61.1,0.000763,0.000633,-0.2054,0.011965,0.007182,-0.6659
HB/lock1074/lock1074.mtx,pattern,HB,51588,2787,0.57844,0.0,,,,,,
HB/lock2232/lock2232.mtx,pattern,HB,80352,4874,0.51518,0.0,,,,,,
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_01.mtx,ok,FlowIPM22,1100592,1023969,0.03359,30.161,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_02.mtx,ok,FlowIPM22,1100592,1023969,0.03359,31.49,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_03.mtx,ok,FlowIPM22,1100592,1023969,0.03359,32.818,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
FlowIPM22/uni_chimera_i1/uni_chimera_i1_A_04.mtx,ok,FlowIPM22,1100592,1023969,0.03359,33.51,0.00106,0.000234,-3.5401,0.017615,0.005125,-2.4367
HB/orsirr_1/orsirr_1.mtx,ok,HB,6858,1507,0.14221,16.708,0.001472,0.003664,0.5984,0.025241,0.052308,0.5174
HB/orsirr_2/orsirr_2.mtx,ok,HB,5970,1351,0.13809,16.708,0.001225,0.003753,0.6735,0.02134,0.049178,0.5661
HB/orsreg_1/orsreg_1.mtx,ok,HB,14133,3979,0.111,12.731,0.000284,0.002997,0.9052,0.000553,0.036514,0.9849
HB/plat1919/plat1919.mtx,ok,HB,32399,5594,0.18099,74.055,0.00319,0.006317,0.495,0.046672,0.070756,0.3404
HB/plat362/plat362.mtx,ok,HB,5786,870,0.20783,66.809,0.003568,0.00605,0.4103,0.050248,0.070942,0.2917
HB/plsk1919/plsk1919.mtx,ok,HB,9662,2121,0.14236,10.673,0.001491,0.003543,0.5791,0.025062,0.06817,0.6324
HB/plskz362/plskz362.mtx,ok,HB,1760,389,0.14139,9.286,0.00146,0.003144,0.5357,0.027605,0.065259,0.577
HB/pores_1/pores_1.mtx,ok,HB,180,24,0.23438,22.554,0.005602,0.005361,-0.0451,0.037071,0.073947,0.4987
HB/lshp_577/lshp_577.mtx,pattern,HB,3889,795,0.15287,0.0,,,,,,
HB/lshp_778/lshp_778.mtx,pattern,HB,5272,1077,0.15297,0.0,,,,,,
HB/lund_a/lund_a.mtx,ok,HB,2449,202,0.37887,40.16,0.010086,0.010688,0.0563,0.105458,0.152267,0.3074
HB/lund_b/lund_b.mtx,ok,HB,2441,202,0.37763,34.882,0.009193,0.009124,-0.0076,0.143535,0.128765,-0.1147
HB/nos6/nos6.mtx,ok,HB,3255,813,0.12512,35.219,0.001996,0.000911,-1.191,0.036158,0.014991,-1.412
HB/nos7/nos7.mtx,ok,HB,4617,1179,0.12238,29.16,0.002456,0.000439,-4.5999,0.042434,0.004817,-7.8085
HB/orani678/orani678.mtx,ok,HB,90158,6684,0.42152,43.825,0.001794,0.009012,0.801,0.019677,0.054499,0.639
HB/orani678/orani678_b.mtx,ok,HB,297,57,0.16283,6.658,7.9e-05,0.00063,0.8752,0.001481,0.009639,0.8463
HB/nnc1374/nnc1374.mtx,ok,HB,8588,1903,0.14103,35.906,0.004439,0.005898,0.2475,0.016415,0.031748,0.483
HB/nnc261/nnc261.mtx,ok,HB,1500,335,0.13993,34.152,0.004129,0.005911,0.3014,0.019216,0.03143,0.3886
HB/nnc666/nnc666.mtx,ok,HB,4032,887,0.14205,26.777,0.004636,0.006071,0.2364,0.015654,0.032205,0.5139
HB/nos1/nos1.mtx,ok,HB,1017,118,0.26933,13.907,0.005333,0.00425,-0.2548,0.103649,0.088104,-0.1764
HB/shl_400/shl_400.mtx,ok,HB,1712,784,0.06824,11.985,0.002328,0.00321,0.2749,0.039986,0.019686,-1.0312
HB/sstmodel/sstmodel.mtx,pattern,HB,22749,6812,0.10436,0.0,,,,,,
HB/steam1/steam1.mtx,ok,HB,2248,378,0.18585,47.053,0.003922,0.00138,-1.8417,0.041796,0.011781,-2.5479
HB/steam2/steam2.mtx,ok,HB,5660,746,0.2371,46.138,0.006648,0.001317,-4.0474,0.029723,0.009292,-2.1989
HB/steam3/steam3.mtx,ok,HB,314,48,0.20443,37.225,0.006625,0.002188,-2.0276,0.029549,0.005887,-4.0191
HB/str_0/str_0.mtx,ok,HB,2454,417,0.1839,19.84,0.002629,0.005778,0.545,0.032364,0.060523,0.4653
HB/str_200/str_200.mtx,ok,HB,3068,642,0.14934,19.889,0.002878,0.005951,0.5163,0.036691,0.064387,0.4302
HB/str_400/str_400.mtx,ok,HB,3157,712,0.13856,19.91,0.002719,0.006031,0.5491,0.033371,0.059939,0.4432
FlowIPM22/uni_chimera_i4/uni_chimera_i4_A_19.mtx,ok,FlowIPM22,814436,738558,0.03446,13.725,0.000793,0.000227,-2.5025,0.013894,0.004362,-2.185
FlowIPM22/uni_chimera_i4/uni_chimera_i4_A_20.mtx,ok,FlowIPM22,814436,738558,0.03446,15.051,0.000793,0.000227,-2.5028,0.013894,0.004362,-2.185
FlowIPM22/uni_chimera_i4/uni_chimera_i4_A_21.mtx,ok,FlowIPM22,814436,738558,0.03446,4.161,0.000792,0.000226,-2.5089,0.013891,0.004361,-2.1853
FlowIPM22/uni_chimera_i4/uni_chimera_i4_A_22.mtx,ok,FlowIPM22,814436,738558,0.03446,4.977,0.000793,0.000226,-2.5079,0.013895,0.004362,-2.1856
HB/mbeaflw/mbeaflw.mtx,ok,HB,49920,6062,0.25734,17.267,0.011726,0.011229,-0.0442,0.127788,0.078206,-0.634
HB/mbeause/mbeause.mtx,ok,HB,41063,5502,0.23323,17.466,0.010659,0.010902,0.0223,0.12274,0.078908,-0.5555
HB/mcca/mcca.mtx,ok,HB,2659,294,0.28263,69.218,0.003589,0.000203,-16.6455,0.07519,0.005585,-12.4618
HB/mcfe/mcfe.mtx,ok,HB,24382,3884,0.19617,65.317,0.009174,0.001667,-4.5052,0.164042,0.013511,-11.1412
HB/str_600/str_600.mtx,ok,HB,3279,821,0.12481,19.91,0.002458,0.005961,0.5876,0.032656,0.067063,0.5131
HB/watt_1/watt_1.mtx,ok,HB,11360,2084,0.17035,61.036,0.0,0.0,0.9204,0.0,1e-06,0.4113
HB/watt_2/watt_2.mtx,ok,HB,11550,2121,0.17017,61.036,0.0,0.0,0.9447,0.0,1e-06,0.4841
HB/well1033/well1033.mtx,ok,HB,4732,1085,0.13629,15.065,0.001079,0.003829,0.7181,0.01785,0.066204,0.7304
HB/saylr4/saylr4.mtx,ok,HB,22316,6420,0.10863,12.978,0.003757,0.001927,-0.95,0.071832,0.032318,-1.2227
HB/sherman1/sherman1.mtx,ok,HB,3750,1258,0.09315,17.899,0.003819,0.003508,-0.0889,0.042798,0.048036,0.109
HB/sherman2/sherman2.mtx,ok,HB,23094,2246,0.32132,86.219,0.003765,0.001835,-1.0526,0.047533,0.015725,-2.0228
HB/sherman3/sherman3.mtx,ok,HB,20033,6137,0.10201,54.937,0.001922,0.003669,0.4762,0.031445,0.022898,-0.3733
HB/mahindas/mahindas.mtx,ok,HB,7682,1486,0.16155,44.558,0.000827,1e-06,-604.3944,0.018075,1.2e-05,-1539.8515
HB/mahindas/mahindas_b.mtx,pattern,HB,162,34,0.1489,0.0,,,,,,
HB/man_5976/man_5976.mtx,pattern,HB,225046,14513,0.48458,0.0,,,,,,
HB/mbeacxc/mbeacxc.mtx,ok,HB,49920,6062,0.25734,19.654,0.009154,0.011542,0.2069,0.116928,0.109722,-0.0657
HB/sherman4/sherman4.mtx,ok,HB,3786,950,0.12454,6.624,0.003224,0.004048,0.2036,0.059931,0.080714,0.2575
HB/sherman5/sherman5.mtx,ok,HB,20793,3529,0.18413,29.845,0.007039,0.00843,0.1649,0.078987,0.071818,-0.0998
HB/shl_0/shl_0.mtx,ok,HB,1687,643,0.08199,11.985,0.002146,0.004204,0.4895,0.034645,0.02349,-0.4749
HB/shl_200/shl_200.mtx,ok,HB,1726,737,0.07319,11.985,0.002234,0.003548,0.3704,0.038472,0.020854,-0.8448
HB/west0167/west0167.mtx,ok,HB,506,143,0.11058,33.156,0.002609,0.000559,-3.67,0.047377,0.017363,-1.7286
HB/west0381/west0381.mtx,ok,HB,2134,547,0.12191,50.814,0.001464,0.003599,0.5932,0.041187,0.018091,-1.2767
HB/west0479/west0479.mtx,ok,HB,1888,548,0.10766,39.712,0.001357,0.000246,-4.5163,0.029913,0.002292,-12.0524
HB/west0497/west0497.mtx,ok,HB,1721,467,0.11516,45.516,0.003105,0.000953,-2.2591,0.024772,0.001686,-13.697
HB/will199/will199.mtx,pattern,HB,701,198,0.11064,0.0,,,,,,
HB/will57/will57.mtx,pattern,HB,281,50,0.17563,0.0,,,,,,
HB/wm1/wm1.mtx,ok,HB,2909,342,0.26581,31.395,0.002272,0.007678,0.7041,0.026272,0.048039,0.4531
HB/wm2/wm2.mtx,ok,HB,2942,389,0.23634,25.516,0.003657,0.007843,0.5337,0.039091,0.078455,0.5017
HB/well1850/well1850.mtx,ok,HB,8755,1869,0.14639,37.932,0.001332,0.003207,0.5847,0.02387,0.056744,0.5793
HB/west0067/west0067.mtx,ok,HB,294,74,0.12416,7.305,0.001754,0.002504,0.2997,0.034819,0.045087,0.2277
HB/west0132/west0132.mtx,ok,HB,413,115,0.11223,33.152,0.002705,0.000957,-1.825,0.006968,0.006213,-0.1215
HB/west0156/west0156.mtx,ok,HB,362,134,0.08442,94.019,0.0,1e-06,0.0772,2e-06,2e-06,0.1569
HB/wm3/wm3.mtx,ok,HB,2948,374,0.24632,27.592,0.003503,0.007251,0.517,0.043304,0.080187,0.46
HB/young3c/young3c.mtx,ok,HB,3988,1007,0.12376,38.312,0.001684,0.002044,0.176,0.014017,0.017332,0.1913
HB/zenios/zenios.mtx,ok,HB,1314,814,0.05045,23.04,0.001156,0.001219,0.0514,0.022314,0.020847,-0.0704
Hamm/add20/add20.mtx,ok,Hamm,13151,5035,0.08162,39.08,0.002224,0.001854,-0.1994,0.026334,0.022722,-0.159
HB/west0655/west0655.mtx,ok,HB,2808,802,0.10941,39.712,0.001358,0.000224,-5.0615,0.029952,0.000532,-55.2671
HB/west0989/west0989.mtx,ok,HB,3518,957,0.11488,40.004,0.002012,0.000874,-1.303,0.030544,0.003878,-6.8762
