matrix,nnz,csr5_convert_ms,csr5_spmv_ms,csr5_gflops,csr5_bandwidth,check,status
lowThrust_3.mtx,80645,5.64538,0.0169138,9.536,100.372,PASS,ok
bp_400.mtx,4028,2.07056,0.0103881,0.775505,8.70499,PASS,ok
bips07_1693_C.mtx,20,3.4104,0.00575098,0.00695534,0.0785954,PASS,ok
rbsa480.mtx,17088,13.0335,0.0266384,1.28296,13.046,PASS,ok
bcsstm21.mtx,3600,6.97674,0.0369096,0.195071,3.12124,PASS,ok
fs_760_1.mtx,5976,3.44506,0.012368,0.966365,10.4014,PASS,ok
freeFlyingRobot_1.mtx,5246,2.46637,0.0108687,0.965338,10.5348,PASS,ok
freeFlyingRobot_2.mtx,11600,2.25674,0.0132543,1.75037,18.7154,PASS,ok
goddardRocketProblem_1.mtx,8498,2.45293,0.0130831,1.29908,13.7533,PASS,ok
reorientation_8.mtx,37894,2.21555,0.0154995,4.88972,51.3037,PASS,ok
spaceStation_2.mtx,5817,4.65446,0.0173571,0.670272,6.93041,PASS,ok
tumorAntiAngiogenesis_3.mtx,3952,11.05,0.0188597,0.419094,4.45203,PASS,ok
bp_1200.mtx,4726,1.94742,0.0109063,0.866657,9.57137,PASS,ok
LeGresley_4908.mtx,30482,13.1739,0.0427996,1.42441,15.6203,PASS,ok
bips98_1142.mtx,40983,5.16083,0.00890109,9.20854,105.21,PASS,ok
ex37.mtx,67591,19.8922,0.0274739,4.92039,50.7611,PASS,ok
photogrammetry.mtx,11816,16.7334,0.0591669,0.399413,4.2757,PASS,ok
viscoplastic1_C_2.mtx,61166,2.3695,0.0146426,8.35453,87.0909,PASS,ok
cz628.mtx,6346,2.53366,0.0138131,0.918837,9.73422,PASS,ok
bcsstk08.mtx,12960,3.16966,0.0160065,1.61935,16.9989,PASS,ok
mcfe.mtx,24382,2.39347,0.0187398,2.60216,26.5116,PASS,ok
str_0.mtx,2454,3.46224,0.0101594,0.4831,5.26016,PASS,ok
west2021.mtx,7353,4.01795,0.0116755,1.25956,14.6731,PASS,ok
lp_grow15.mtx,5620,2.05328,0.0178951,0.628106,6.48245,PASS,ok
lhr04.mtx,82682,20.5462,0.0591933,2.79362,28.7677,PASS,ok
piston_E.mtx,96400,32.0652,0.0184344,10.4587,105.905,PASS,ok
M20PI_n.mtx,2881,15.4412,0.0200074,0.287994,3.58908,PASS,ok
extr1b_A_37.mtx,11405,2.45315,0.00927648,2.45891,28.2581,PASS,ok
sit100.mtx,61046,2.36541,0.0112751,10.8285,119.207,PASS,ok
bcsstm24.mtx,3562,3.54278,0.0191226,0.372544,5.96092,PASS,ok
de080285.mtx,5082,2.20166,0.0118486,0.857822,9.52652,PASS,ok
large_A_34.mtx,20586,2.45421,0.0102316,4.02402,45.2522,PASS,ok
flowmeter5_E.mtx,9669,2.39674,0.0109963,1.7586,28.1379,PASS,ok
M80PI_n_E.mtx,4063,2.74394,0.0101729,0.798792,12.9214,PASS,ok
S80PI_n_E.mtx,4063,19.7591,0.014499,0.560453,9.06602,PASS,ok
ck400.mtx,2860,15.7586,0.0259221,0.220661,2.39193,PASS,ok
msc00726.mtx,34518,19.2883,0.0336906,2.04912,20.7499,PASS,ok
s1rmq4m1.mtx,281111,15.2497,0.0193824,29.0068,293.466,PASS,ok
cavity02.mtx,7327,19.7916,0.0536617,0.273081,2.80178,PASS,ok
cavity10.mtx,76367,3.72282,0.0344402,4.43476,45.2526,PASS,ok
cavity18.mtx,138187,28.5277,0.036781,7.51404,76.6289,PASS,ok
cavity26.mtx,138187,3.41846,0.0184255,14.9996,152.967,PASS,ok
ex20.mtx,69981,2.84582,0.0212391,6.58982,67.143,PASS,ok
ex28.mtx,77781,16.3634,0.0336337,4.62518,47.1807,PASS,ok
ex9.mtx,99471,24.7969,0.0280586,7.09023,72.3408,PASS,ok
bayer05.mtx,27836,4.89949,0.0301598,1.8459,19.7594,PASS,ok
bcsstk06.mtx,7860,26.2131,0.0143438,1.09594,11.3111,PASS,ok
bcsstk16.mtx,290378,2.38122,0.0217951,26.6462,269.151,PASS,ok
bcsstm13.mtx,21943,12.8948,0.0353572,1.24122,13.0921,PASS,ok
mcca.mtx,2659,24.3468,0.0246076,0.216112,2.24906,PASS,ok
lhr04c.mtx,82682,15.6884,0.0345552,4.7855,49.2793,PASS,ok
lung1.mtx,7419,1.99696,0.010244,1.44846,16.4179,PASS,ok
fpga_dcop_08.mtx,5888,5.26944,0.0387149,0.304172,3.41997,PASS,ok
fpga_dcop_16.mtx,5892,2.60829,0.01031,1.14297,12.8501,PASS,ok
fpga_dcop_24.mtx,5892,2.32912,0.0103356,1.14013,12.8182,PASS,ok
fpga_dcop_32.mtx,5892,3.64186,0.0202421,0.582154,6.54498,PASS,ok
fpga_dcop_40.mtx,5892,3.57213,0.0190396,0.618922,6.95836,PASS,ok
fpga_dcop_48.mtx,5892,3.80397,0.0194457,0.605996,6.81304,PASS,ok
plbuckle_G.mtx,13664,2.84099,0.0124455,2.19581,23.1946,PASS,ok
adder_dcop_05.mtx,11097,3.23533,0.0166671,1.33161,14.6216,PASS,ok
adder_dcop_26.mtx,11246,1.98394,0.015566,1.44495,15.8474,PASS,ok
adder_dcop_34.mtx,11246,17.2575,0.0143403,1.56844,17.2018,PASS,ok
adder_dcop_42.mtx,11246,25.0202,0.038157,0.589459,6.46486,PASS,ok
oscil_dcop_04.mtx,1544,27.9101,0.0235981,0.130858,1.52741,PASS,ok
oscil_dcop_12.mtx,1544,2.90541,0.0095193,0.324394,3.78641,PASS,ok
oscil_dcop_20.mtx,1544,4.1321,0.0201452,0.153287,1.78921,PASS,ok
oscil_dcop_28.mtx,1544,4.72413,0.0302475,0.102091,1.19163,PASS,ok
oscil_dcop_36.mtx,1544,3.77962,0.0104752,0.294792,3.4409,PASS,ok
oscil_dcop_44.mtx,1544,19.5609,0.0107697,0.28673,3.34679,PASS,ok
oscil_dcop_52.mtx,1544,14.3882,0.0297226,0.103894,1.21268,PASS,ok
