matrix,nnz,csr5_convert_ms,csr5_spmv_ms,csr5_gflops,csr5_bandwidth,check,status
dw8192.mtx,41746,20.3207,0.0224261,3.72298,41.6134,PASS,ok
well1033.mtx,4732,5.04778,0.0125135,0.756305,8.55398,PASS,ok
ex3sta1.mtx,68779,13.7596,0.0342803,4.01274,46.2336,PASS,ok
fd12.mtx,28462,34.0113,0.0202991,2.80426,32.4765,PASS,ok
lp_80bau3b.mtx,23264,4.63798,0.0432051,1.07691,11.3975,PASS,ok
cq5.mtx,51571,6.7744,0.0526948,1.95735,20.7231,PASS,ok
sctap1-2c_A_2.mtx,6334,2.03181,0.0117561,1.07757,11.7865,PASS,ok
TSOPF_FS_b9_c1_b.mtx,2453,3.75606,0.019281,0.254448,4.072,PASS,ok
rdb2048.mtx,12032,2.06502,0.0119306,2.01701,22.2303,PASS,ok
nos4.mtx,594,3.4257,0.00981328,0.12106,1.3333,PASS,ok
TSOPF_RS_b9_c6_b.mtx,3613,24.2484,0.0101871,0.709326,15.6032,PASS,ok
lp_stocfor2.mtx,9357,5.4272,0.0270097,0.692861,7.88708,PASS,ok
model7.mtx,51027,3.52355,0.0282232,3.61596,37.5875,PASS,ok
c-23.mtx,31079,3.43453,0.0167205,3.71746,40.0233,PASS,ok
c-34.mtx,64333,4.33616,0.0146507,8.78223,93.2375,PASS,ok
t2d_q4_A_20.mtx,87025,11.479,0.0133922,12.9964,138.747,PASS,ok
hangGlider_3.mtx,92703,11.3684,0.052421,3.53687,37.7174,PASS,ok
kineticBatchReactor_8.mtx,85194,3.35981,0.0313474,5.43547,57.4372,PASS,ok
bp_0.mtx,3276,36.6821,0.0267145,0.24526,2.82199,PASS,ok
dataset18mfeatmorphological_10NN.mtx,22832,3.60541,0.0142165,3.21203,33.8088,PASS,ok
ACTIVSg2000.mtx,29336,2.38048,0.0153849,3.81362,41.2564,PASS,ok
rdb450l.mtx,2580,3.5465,0.0129177,0.399453,4.41287,PASS,ok
p0033.mtx,113,1.96147,0.00595754,0.0379351,0.410237,PASS,ok
dynamicSoaringProblem_5.mtx,36789,6.93872,0.0254656,2.88931,30.4346,PASS,ok
freeFlyingRobot_15.mtx,43378,1.75626,0.0160905,5.39177,58.4209,PASS,ok
freeFlyingRobot_8.mtx,34958,2.88749,0.0142161,4.9181,52.8937,PASS,ok
reorientation_6.mtx,37342,21.3205,0.0315153,2.36977,24.8424,PASS,ok
spaceStation_13.mtx,23649,19.2433,0.0309814,1.52666,15.893,PASS,ok
spaceStation_8.mtx,18945,4.71923,0.0543289,0.697419,7.22982,PASS,ok
bcsstm03.mtx,112,12.2634,0.00825654,0.02713,0.434564,PASS,ok
lpi_refinery.mtx,1626,4.58122,0.0138277,0.23518,2.6324,PASS,ok
bips07_1693.mtx,49044,13.0847,0.0108725,9.02168,104.869,PASS,ok
ACTIVSg10K.mtx,137736,18.1533,0.0120435,22.8731,248.659,PASS,ok
lp_fit2p.mtx,50284,16.1188,0.0165436,6.07895,62.9658,PASS,ok
viscoplastic1.mtx,61166,3.51664,0.0176431,6.93369,72.2794,PASS,ok
tub100.mtx,396,1.99258,0.00913357,0.0867131,0.998952,PASS,ok
bcsstk03.mtx,640,12.7391,0.01069,0.119739,1.32349,PASS,ok
fs_541_4.mtx,4285,2.65837,0.0128368,0.667612,7.18216,PASS,ok
orsreg_1.mtx,14133,14.3135,0.014948,1.89096,20.68,PASS,ok
west0989.mtx,3537,14.4127,0.0120238,0.588334,6.87072,PASS,ok
lp_beaconfd.mtx,3408,15.7004,0.0153391,0.444355,4.57916,PASS,ok
lhr01.mtx,18592,2.12253,0.0131993,2.81711,29.5142,PASS,ok
Chebyshev1.mtx,2319,46.8697,0.012435,0.37298,3.98199,PASS,ok
rajat27.mtx,99777,17.1004,0.0142684,13.9857,157.216,PASS,ok
extr1b_A_29.mtx,11404,1.95546,0.0122446,1.8627,21.4066,PASS,ok
rdist1.mtx,94408,33.6758,0.0147738,12.7805,131.163,PASS,ok
bcsstm20.mtx,485,13.738,0.0212531,0.0456404,0.730434,PASS,ok
mark3jac020.mtx,56175,6.37165,0.0129928,8.64708,94.9025,PASS,ok
large_A_26.mtx,20543,10.0134,0.0204115,2.01288,22.6552,PASS,ok
small_A_17.mtx,3207,3.29581,0.0105271,0.609284,6.86495,PASS,ok
M40PI_n_E.mtx,2063,2.53408,0.0102468,0.402662,6.58234,PASS,ok
S40PI_n_E.mtx,2063,17.5092,0.0108853,0.379044,6.19626,PASS,ok
extr1b_A_43.mtx,9053,2.51597,0.0103229,1.75397,20.8368,PASS,ok
bcsstk38.mtx,355460,2.06173,0.0181893,39.0844,396.143,PASS,ok
cz148.mtx,1527,3.41741,0.0102617,0.297611,3.14957,PASS,ok
s3rmt3m3.mtx,207695,3.54522,0.0168551,24.6447,250.261,PASS,ok
cavity08.mtx,32747,2.08726,0.0164015,3.99317,40.7967,PASS,ok
cavity16.mtx,138187,2.72259,0.0175788,15.722,160.334,PASS,ok
cavity24.mtx,138187,3.16179,0.0176548,15.6544,159.645,PASS,ok
ex18.mtx,71805,2.11795,0.0116368,12.341,129.364,PASS,ok
ex26.mtx,94033,2.56253,0.0204821,9.18198,93.0872,PASS,ok
ex7.mtx,54543,3.56442,0.0184164,5.92331,60.2974,PASS,ok
Goodwin_017.mtx,97773,42.9909,0.055636,3.51474,35.8629,PASS,ok
arc130.mtx,1282,4.004,0.0269629,0.0950935,1.00894,PASS,ok
bcsstk14.mtx,63454,12.0252,0.0197544,6.42428,65.3401,PASS,ok
bcsstm07.mtx,7252,3.3512,0.0150557,0.963357,9.9686,PASS,ok
lund_a.mtx,2449,12.422,0.0301774,0.162307,1.68166,PASS,ok
steam2.mtx,13760,3.49222,0.0287862,0.956014,9.8104,PASS,ok
nasa2910.mtx,174296,3.10445,0.027606,12.6274,127.539,PASS,ok
fpga_dcop_06.mtx,5860,4.30106,0.0218082,0.537413,6.04563,PASS,ok
fpga_dcop_14.mtx,5892,7.22598,0.0509836,0.231133,2.59856,PASS,ok
fpga_dcop_22.mtx,5892,2.32746,0.0103421,1.13942,12.8101,PASS,ok
fpga_dcop_30.mtx,5892,1.8704,0.010372,1.13614,12.7733,PASS,ok
fpga_dcop_38.mtx,5892,3.80595,0.0177383,0.664325,7.46881,PASS,ok
fpga_dcop_46.mtx,5892,3.35955,0.0102106,1.1541,12.9752,PASS,ok
raefsky6.mtx,137845,11.1101,0.0215707,12.7808,129.7,PASS,ok
Kaufhold.mtx,42471,24.6927,0.0191616,4.43293,49.8186,PASS,ok
adder_dcop_24.mtx,11246,2.33859,0.0162633,1.38299,15.1679,PASS,ok
adder_dcop_32.mtx,11246,13.5459,0.0225059,0.999383,10.9607,PASS,ok
adder_dcop_40.mtx,11246,3.39453,0.025688,0.875583,9.60292,PASS,ok
oscil_dcop_02.mtx,1544,19.5742,0.0217164,0.142197,1.65976,PASS,ok
oscil_dcop_10.mtx,1544,15.0103,0.0228962,0.13487,1.57424,PASS,ok
oscil_dcop_18.mtx,1544,9.80358,0.00965376,0.319875,3.73367,PASS,ok
oscil_dcop_26.mtx,1544,5.08054,0.0217163,0.142198,1.65977,PASS,ok
oscil_dcop_34.mtx,1544,6.81878,0.0314107,0.0983106,1.14751,PASS,ok
oscil_dcop_42.mtx,1544,2.68842,0.0103435,0.298545,3.4847,PASS,ok
oscil_dcop_50.mtx,1544,2.21747,0.0126487,0.244136,2.84963,PASS,ok
circuit204.mtx,5883,2.03939,0.0116482,1.01011,11.1523,PASS,ok
