matrix,nnz,csr5_convert_ms,csr5_spmv_ms,csr5_gflops,csr5_bandwidth,check,status
cep1.mtx,8233,2.93325,0.0123836,1.32966,14.7708,PASS,ok
lp_greenbea.mtx,31070,2.73994,0.0152735,4.06848,42.5644,PASS,ok
model2.mtx,7607,3.36794,0.0163908,0.928201,9.55972,PASS,ok
c-19.mtx,21817,4.38861,0.0122968,3.54839,37.7551,PASS,ok
c-28.mtx,30590,3.52358,0.0122789,4.98253,54.3191,PASS,ok
c-39.mtx,136811,1.84397,0.0143462,19.0727,198.482,PASS,ok
t2d_q9_A_21.mtx,87025,7.11331,0.0148214,11.7431,125.367,PASS,ok
kineticBatchReactor_5.mtx,80767,9.28941,0.0330445,4.88837,51.6586,PASS,ok
spaceShuttleEntry_3.mtx,28757,24.3777,0.0182712,3.1478,32.6827,PASS,ok
mark3jac020sc.mtx,56175,10.0947,0.0404799,2.77545,30.4609,PASS,ok
bips07_3078_C.mtx,20,2.54093,0.010441,0.00383105,0.0432909,PASS,ok
rosen2.mtx,47536,11.3388,0.0236549,4.01913,40.715,PASS,ok
lpi_itest6.mtx,29,12.4511,0.0136037,0.00426354,0.0526327,PASS,ok
model9.mtx,55956,9.48374,0.0247845,4.51539,46.548,PASS,ok
freeFlyingRobot_12.mtx,41940,3.60736,0.0305285,2.7476,29.6687,PASS,ok
freeFlyingRobot_5.mtx,24582,6.30157,0.0371719,1.32261,14.1553,PASS,ok
reorientation_3.mtx,32166,16.1807,0.0163655,3.93094,41.1523,PASS,ok
spaceStation_10.mtx,17478,10.5246,0.0233927,1.49431,15.5958,PASS,ok
spaceStation_5.mtx,15219,3.13597,0.0212415,1.43295,14.9054,PASS,ok
tumorAntiAngiogenesis_6.mtx,4795,6.42304,0.0431837,0.222074,2.35005,PASS,ok
bp_800.mtx,4534,9.79994,0.0131349,0.690376,7.65504,PASS,ok
scrs8-2r_A_08.mtx,14663,2.01373,0.010253,2.86025,32.8303,PASS,ok
mimo8x8_system.mtx,48872,13.2848,0.032127,3.04243,35.3956,PASS,ok
gemat12.mtx,33111,2.1193,0.0136789,4.84116,52.7359,PASS,ok
Maragal_1.mtx,234,2.1416,0.00944064,0.0495729,0.536828,PASS,ok
bfwa782.mtx,7514,16.4165,0.0591692,0.253983,2.6985,PASS,ok
b_dyn.mtx,4264,2.52294,0.0140091,0.608746,7.02057,PASS,ok
fs_183_4.mtx,1069,2.87859,0.0108402,0.19723,2.17524,PASS,ok
orani678.mtx,90158,6.52598,0.0414521,4.34999,44.2321,PASS,ok
west0479.mtx,1910,1.96563,0.0113385,0.336906,3.87636,PASS,ok
wm3.mtx,2948,2.90256,0.0135292,0.435799,4.54189,PASS,ok
lp_perold.mtx,6148,2.96173,0.0136096,0.90348,9.58617,PASS,ok
plddb_A_10.mtx,10832,5.8025,0.0109279,1.98245,23.195,PASS,ok
rajat04.mtx,9642,2.45763,0.0115041,1.67627,17.8489,PASS,ok
c-41.mtx,101745,2.03462,0.0118358,17.1928,181.833,PASS,ok
hydr1c_A_25.mtx,23539,2.9153,0.0102455,4.59498,52.1671,PASS,ok
bcsstm08.mtx,1074,14.6165,0.0126854,0.169329,2.70958,PASS,ok
saylr3.mtx,3750,2.11174,0.0117018,0.640926,7.43508,PASS,ok
delf_A_28.mtx,15602,13.0244,0.0127424,2.44884,27.4806,PASS,ok
small_A_14.mtx,3282,2.49091,0.0111811,0.587063,6.62333,PASS,ok
M10PI_n1_E.mtx,528,3.34931,0.0169748,0.06221,0.995596,PASS,ok
S10PI_n1_E.mtx,528,14.3182,0.0320979,0.0328994,0.526515,PASS,ok
extr1b_A_27.mtx,9053,17.0253,0.0395874,0.457368,5.43345,PASS,ok
mhd4800a.mtx,102252,2.69386,0.0156404,13.0754,134.437,PASS,ok
msc04515.mtx,97707,33.2917,0.0246504,7.92742,81.4723,PASS,ok
s2rmt3m1.mtx,219521,11.1991,0.0262946,16.6971,169.476,PASS,ok
cavity05.mtx,32747,2.17034,0.0202726,3.23067,33.0066,PASS,ok
cavity13.mtx,76367,2.37405,0.0274314,5.56785,56.8148,PASS,ok
cavity21.mtx,138187,2.03773,0.019743,13.9986,142.759,PASS,ok
ex10hs.mtx,57308,19.754,0.02891,3.96458,40.7036,PASS,ok
ex23.mtx,43703,37.7359,0.0183429,4.7651,48.573,PASS,ok
ex33.mtx,22189,24.5583,0.0257167,1.72565,18.0653,PASS,ok
garon1.mtx,88927,3.74045,0.0219783,8.09227,82.6564,PASS,ok
bayer08.mtx,27576,1.9183,0.0122932,4.4864,47.8006,PASS,ok
bcsstk11.mtx,34241,3.75117,0.0147259,4.65044,47.705,PASS,ok
bcsstk23.mtx,45178,2.10278,0.0129465,6.9792,72.6972,PASS,ok
lnsp3937.mtx,25407,2.57581,0.0108867,4.66754,51.0153,PASS,ok
pores_3.mtx,3474,1.88234,0.00883709,0.786232,8.58518,PASS,ok
rotor1.mtx,708,3.39894,0.0102382,0.138306,1.50066,PASS,ok
fpga_dcop_03.mtx,5892,3.32032,0.00883402,1.33393,14.997,PASS,ok
fpga_dcop_11.mtx,5892,21.3977,0.0189714,0.621145,6.98335,PASS,ok
fpga_dcop_19.mtx,5892,4.29184,0.0218127,0.540236,6.07371,PASS,ok
fpga_dcop_27.mtx,5892,3.77939,0.0112022,1.05194,11.8266,PASS,ok
fpga_dcop_35.mtx,5892,3.62714,0.00948586,1.24227,13.9665,PASS,ok
fpga_dcop_43.mtx,5892,2.24506,0.00961507,1.22558,13.7788,PASS,ok
fpga_dcop_51.mtx,5892,1.97539,0.0108234,1.08876,12.2406,PASS,ok
utm3060.mtx,42211,3.30976,0.0178439,4.73114,49.3695,PASS,ok
adder_dcop_21.mtx,11246,3.76352,0.0234665,0.958473,10.512,PASS,ok
adder_dcop_29.mtx,11246,2.99373,0.014849,1.51471,16.6125,PASS,ok
adder_dcop_37.mtx,11246,2.19021,0.0143397,1.56851,17.2025,PASS,ok
adder_dcop_50.mtx,11246,3.11261,0.014341,1.56837,17.2011,PASS,ok
oscil_dcop_07.mtx,1544,3.0425,0.0099127,0.311519,3.63614,PASS,ok
oscil_dcop_15.mtx,1544,3.0857,0.0236464,0.130591,1.52429,PASS,ok
oscil_dcop_23.mtx,1544,18.9554,0.0199902,0.154476,1.80308,PASS,ok
oscil_dcop_31.mtx,1544,14.9376,0.0162008,0.190608,2.22483,PASS,ok
oscil_dcop_39.mtx,1544,1.99606,0.010608,0.291102,3.39782,PASS,ok
oscil_dcop_47.mtx,1544,4.63427,0.0215733,0.14314,1.67077,PASS,ok
oscil_dcop_55.mtx,1544,19.106,0.0209485,0.147409,1.7206,PASS,ok
