matrix,nnz,csr5_convert_ms,csr5_spmv_ms,csr5_gflops,csr5_bandwidth,check,status
deter6.mtx,24771,4.12272,0.0316929,1.56319,17.2431,PASS,ok
hep-th.mtx,31502,16.0827,0.0175004,3.60014,41.7348,PASS,ok
sx-askubuntu_C2A.mtx,178210,31.3836,0.0144816,24.612,378.136,PASS,ok
bwm2000.mtx,7996,9.24515,0.0269542,0.593303,6.82358,PASS,ok
IG5-7.mtx,549,15.773,0.0212182,0.0517479,0.552732,PASS,ok
rel4.mtx,104,4.32522,0.00581286,0.0357827,0.494765,PASS,ok
lpi_itest2.mtx,26,4.22656,0.00907005,0.00573316,0.0696799,PASS,ok
Cities.mtx,1342,18.4637,0.0165603,0.162074,1.66084,PASS,ok
bfwb62.mtx,342,2.50608,0.0112084,0.0610254,0.676989,PASS,ok
plsk1919.mtx,4831,12.5649,0.0102388,0.943664,11.6861,PASS,ok
lp_woodw.mtx,37487,3.02506,0.0239548,3.1298,31.8483,PASS,ok
poisson2D.mtx,2417,3.15648,0.0102469,0.471752,5.1477,PASS,ok
jan99jac040sc.mtx,82842,33.9221,0.0340358,4.86794,53.5076,PASS,ok
yeast_30NN.mtx,62350,4.46605,0.0597426,2.08729,21.171,PASS,ok
sctap1-2c.mtx,21854,3.98381,0.0260249,1.67947,18.358,PASS,ok
lp_scsd1.mtx,2388,3.18464,0.0182208,0.262118,2.67211,PASS,ok
rdb200.mtx,1120,2.16282,0.011763,0.190427,2.10864,PASS,ok
gr_30_30.mtx,7744,4.07248,0.0157692,0.982165,10.5068,PASS,ok
nopss_11k_C.mtx,5,3.19747,0.00915427,0.00109239,0.0126717,PASS,ok
lp_greenbeb.mtx,31070,2.81933,0.0183605,3.38444,35.4079,PASS,ok
model3.mtx,23974,12.759,0.0269767,1.77739,18.4898,PASS,ok
c-20.mtx,22685,3.80579,0.013717,3.30758,35.6315,PASS,ok
c-29.mtx,43731,3.25376,0.0134524,6.50157,69.5056,PASS,ok
c-40.mtx,81501,1.85978,0.0169971,9.59001,102.919,PASS,ok
t2d_q9_A_22.mtx,87025,4.03306,0.0153806,11.3162,120.809,PASS,ok
kineticBatchReactor_6.mtx,82500,3.51686,0.0183613,8.98629,94.9431,PASS,ok
bcsstm39.mtx,46772,17.9749,0.0103286,9.05679,144.909,PASS,ok
lp_bnl1.mtx,5532,29.7097,0.0283785,0.389872,4.17076,PASS,ok
bips98_1450_C.mtx,20,2.04717,0.00587901,0.00680387,0.0768837,PASS,ok
slptsk.mtx,72465,21.593,0.0195007,7.43203,76.081,PASS,ok
farm.mtx,41,2.54675,0.00925363,0.00886139,0.0981236,PASS,ok
nemspmm2.mtx,68225,2.33158,0.0229014,5.95815,60.7874,PASS,ok
freeFlyingRobot_13.mtx,43994,3.904,0.0215197,4.08872,44.0759,PASS,ok
freeFlyingRobot_6.mtx,27030,1.76538,0.0127362,4.2446,45.6102,PASS,ok
reorientation_4.mtx,33630,3.22298,0.0162253,4.14538,43.4634,PASS,ok
spaceStation_11.mtx,18954,20.1161,0.0328567,1.15374,12.0357,PASS,ok
spaceStation_6.mtx,17595,8.37661,0.0208144,1.69066,17.5473,PASS,ok
tumorAntiAngiogenesis_7.mtx,4597,2.3457,0.0135514,0.678453,7.20544,PASS,ok
lp_adlittle.mtx,424,2.64944,0.0103602,0.0818515,0.883765,PASS,ok
scrs8-2r_A_09.mtx,29255,5.13206,0.0223935,2.61281,29.9844,PASS,ok
nopss_11k.mtx,44941,2.44595,0.0115951,7.7517,89.6103,PASS,ok
nnc1374.mtx,8606,3.96938,0.0116181,1.48148,16.2344,PASS,ok
dendrimer.mtx,63024,17.5728,0.0357748,3.52338,35.4788,PASS,ok
tols340.mtx,2196,17.3597,0.0591662,0.0742316,0.811342,PASS,ok
bayer02.mtx,63679,5.7905,0.0109683,11.6114,131.361,PASS,ok
fs_183_6.mtx,1069,3.65478,0.0112021,0.190857,2.10496,PASS,ok
orsirr_1.mtx,6858,4.23123,0.0186186,0.736683,8.0309,PASS,ok
west0497.mtx,1727,13.8689,0.0109574,0.315221,3.69687,PASS,ok
Hamrle1.mtx,98,12.9213,0.0155725,0.0125863,0.150779,PASS,ok
lp_pilot_ja.mtx,14977,6.43894,0.0144164,2.07777,21.5604,PASS,ok
plddb_A_11.mtx,10835,3.45632,0.0109396,1.98089,23.1757,PASS,ok
rajat12.mtx,12926,18.3764,0.0547209,0.472434,5.13647,PASS,ok
extr1.mtx,11407,14.9339,0.0156218,1.4604,16.7835,PASS,ok
hydr1c_A_35.mtx,23541,15.731,0.0200069,2.35329,26.7168,PASS,ok
bcsstm11.mtx,1473,2.98234,0.0115412,0.255258,4.08448,PASS,ok
sherman1.mtx,3750,14.2299,0.0212523,0.352903,4.09386,PASS,ok
delf_A_29.mtx,15602,5.97901,0.0198419,1.57263,17.6491,PASS,ok
small_A_15.mtx,3207,10.0565,0.00886995,0.723116,8.16104,PASS,ok
M20PI_n_E.mtx,1063,3.09901,0.0111545,0.190595,3.1779,PASS,ok
S20PI_n_E.mtx,1063,23.3357,0.0178349,0.119204,1.98756,PASS,ok
extr1b_A_38.mtx,9053,3.21862,0.0160013,1.13153,13.4424,PASS,ok
mhda416.mtx,8562,32.8341,0.0255555,0.670072,6.89622,PASS,ok
nasa1824.mtx,39208,19.2977,0.0297613,2.63483,27.0839,PASS,ok
s3rmq4m1.mtx,281111,8.69248,0.0251684,22.3385,226.002,PASS,ok
cavity06.mtx,32747,19.9308,0.0499195,1.31199,13.4041,PASS,ok
cavity14.mtx,76367,12.6288,0.0170788,8.94289,91.2539,PASS,ok
cavity22.mtx,138187,28.5364,0.0367736,7.51555,76.6443,PASS,ok
ex14.mtx,66775,3.33926,0.0166402,8.02573,82.602,PASS,ok
ex24.mtx,48737,17.82,0.0154739,6.29927,64.7634,PASS,ok
ex36.mtx,53843,13.7012,0.027018,3.98571,41.2247,PASS,ok
Goodwin_010.mtx,32282,24.7877,0.0350127,1.84401,18.8454,PASS,ok
meg1.mtx,58142,8.93587,0.0181454,6.40845,66.0052,PASS,ok
bcsstk12.mtx,34241,25.5256,0.0164511,4.16277,42.7024,PASS,ok
bcsstk24.mtx,159910,2.42134,0.0208751,15.3206,155.254,PASS,ok
lnsp_131.mtx,536,3.06694,0.0120224,0.0891666,1.02275,PASS,ok
sherman2.mtx,23094,29.4141,0.0274096,1.6851,17.324,PASS,ok
rotor2.mtx,10685,19.2823,0.0326129,0.655263,6.8438,PASS,ok
fpga_dcop_04.mtx,5884,3.96387,0.0156841,0.750314,8.43683,PASS,ok
fpga_dcop_12.mtx,5892,5.71866,0.0450192,0.261755,2.94283,PASS,ok
fpga_dcop_20.mtx,5892,3.548,0.0187777,0.627553,7.05539,PASS,ok
fpga_dcop_28.mtx,5892,3.61421,0.00969466,1.21551,13.6657,PASS,ok
fpga_dcop_36.mtx,5892,2.85261,0.00932534,1.26365,14.2069,PASS,ok
fpga_dcop_44.mtx,5892,2.49354,0.00952544,1.23711,13.9084,PASS,ok
fpga_trans_01.mtx,7382,16.7951,0.014834,0.995278,10.94,PASS,ok
utm5940.mtx,83842,24.6983,0.0240858,6.96195,72.5791,PASS,ok
adder_dcop_22.mtx,11246,2.77718,0.0147642,1.52342,16.708,PASS,ok
adder_dcop_30.mtx,11246,3.80301,0.0169619,1.32603,14.5432,PASS,ok
adder_dcop_38.mtx,11246,6.01443,0.0144133,1.56051,17.1148,PASS,ok
adder_dcop_51.mtx,11246,17.6564,0.026121,0.86107,9.44375,PASS,ok
oscil_dcop_08.mtx,1544,2.20694,0.0120557,0.256144,2.98979,PASS,ok
oscil_dcop_16.mtx,1544,12.9613,0.0112252,0.275094,3.21098,PASS,ok
oscil_dcop_24.mtx,1544,3.31366,0.0201491,0.153257,1.78886,PASS,ok
oscil_dcop_32.mtx,1544,1.9263,0.0106983,0.288643,3.36912,PASS,ok
oscil_dcop_40.mtx,1544,2.57654,0.0101841,0.303218,3.53924,PASS,ok
oscil_dcop_48.mtx,1544,2.30483,0.0115408,0.267572,3.12317,PASS,ok
oscil_dcop_56.mtx,1544,3.26086,0.0118858,0.259806,3.03253,PASS,ok
