matrix,requested_operator,operator_name,operator_family,status,failure_class,claim_status,avg_ms,min_ms,speedup_vs_cusparse,speedup_vs_original_lb,speedup_vs_original_nolb,value_payload_bytes,position_payload_bytes,value_codec,value_codec_effective,value_codec_auto_selected,value_codec_auto_unique_count,value_codec_auto_candidate_payload_bytes,value_codec_exact,value_codebook_size,verify_gate,verify_cpu
162bit.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0097,0.0084,1.484536,1.000000,,296944,217136,original,original,false,0,0,true,0,exact_abs_or_rel,SKIP
162bit.mtx,auto_lossless_lb,all_one_lb,lossless_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0097,0.0086,1.484536,1.000000,,0,217136,auto_lossless,all_one,true,1,0,true,0,exact_abs_or_rel,SKIP
162bit.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0092,0.0088,1.565217,1.054348,,74236,217136,fp16,fp16,false,0,0,false,0,spmv_max_rel,SKIP
162bit.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0096,0.0089,1.500000,1.010417,,74236,217136,bf16,bf16,false,0,0,false,0,spmv_max_rel,SKIP
162bit.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0106,0.0094,1.358491,0.915094,,91402,217136,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,SKIP
162bit.mtx,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0094,0.0084,1.531915,1.031915,,91402,217136,bfp8_outlier,bfp8_outlier,false,0,0,false,0,spmv_max_rel,SKIP
162bit.mtx,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0142,0.0138,1.014085,0.683099,,72843,217136,bfp4,bfp4,false,0,0,false,0,spmv_max_rel,SKIP
162bit.mtx,hybrid_lb,hybrid_lb,structural_hybrid,ok,none,promoted_fallback,0.0069,0.0057,2.086957,1.405797,,296944,,original,raw_double,false,,,1,0,exact_abs_or_rel,SKIP
162bit.mtx,cusparse_default,cusparse_csr,external_baseline,ok,none,external_baseline,0.0144,0.0123,1.000000,0.673611,,296944,162900,original,original,false,,,true,0,exact_abs_or_rel,SKIP
ACTIVSg10K.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0095,0.0085,1.494737,1.000000,,1087104,478168,original,original,false,0,0,true,0,exact_abs_or_rel,SKIP
ACTIVSg10K.mtx,auto_lossless_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0101,0.0096,1.405941,0.940594,,1087104,478168,auto_lossless,original,true,132289,1087104,true,0,exact_abs_or_rel,SKIP
ACTIVSg10K.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0096,0.0088,1.479167,0.989583,,271776,478168,fp16,fp16,false,0,0,false,0,spmv_max_rel,SKIP
ACTIVSg10K.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0104,0.0092,1.365385,0.913462,,271776,478168,bf16,bf16,false,0,0,false,0,spmv_max_rel,SKIP
ACTIVSg10K.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0093,0.0086,1.526882,1.021505,,255430,478168,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,SKIP
ACTIVSg10K.mtx,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0121,0.0105,1.173554,0.785124,,266294,478168,bfp8_outlier,bfp8_outlier,false,0,0,false,0,spmv_max_rel,SKIP
ACTIVSg10K.mtx,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0135,0.0126,1.051852,0.703704,,187486,478168,bfp4,bfp4,false,0,0,false,0,spmv_max_rel,SKIP
ACTIVSg10K.mtx,hybrid_lb,hybrid_lb,structural_hybrid,ok,none,promoted_fallback,0.0079,0.0070,1.797468,1.202532,,1087104,,original,raw_double,false,,,1,0,exact_abs_or_rel,SKIP
