matrix,matrix_bytes,operator_name,requested_operator,operator_family,operator_promotion_status,operator_runner,verify_gate,layout,effective_layout,value_codec,value_codec_effective,value_codec_auto_selected,value_codec_auto_unique_count,value_codec_auto_unique_overflow,value_codec_auto_raw_payload_bytes,value_codec_auto_candidate_payload_bytes,status,failure_class,rows,cols,nnz,work_items,gpu_num_blocks,position_payload_bytes,value_exact,value_codebook_size,value_payload_bytes,value_bytes_per_nnz,avg_ms,min_ms,gpu_convert_event_ms,value_codec_auto_select_event_ms,col_bitmap_pack_event_ms,load_balance_pack_event_ms,value_codec_auto_select_host_ms,value_pack_host_ms,cusparse_preprocess_event_ms,verify_cpu,spmv_output_rel_err,elapsed_s,error
3elt.mtx,133705,original_lb,original_lb,load_balanced_traversal,promoted,bitbsr_original_traversal,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,original,original,false,0,false,0,0,ok,none,4720,4720,27444,610,14088,112704,true,0,219552,8,0.0095,0.0084,0.2004,0.0000,0.0115,0.0849,0.0000,0.0000,,SKIP,,3.019,
3elt.mtx,133705,all_one_lb,auto_lossless_lb,lossless_value_specialized,buildable_needs_report,bitbsr_value_specialized,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,auto_lossless,all_one,true,1,false,219552,0,ok,none,4720,4720,27444,610,14088,112704,true,0,0,0,0.0092,0.0073,0.1860,0.2316,0.0128,0.0829,0.2519,0.4100,,SKIP,,2.227,
3elt.mtx,133705,fp16_lb,fp16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,fp16,fp16,false,0,false,0,0,ok,none,4720,4720,27444,610,14088,112704,false,0,54888,2,0.0089,0.0084,0.1984,0.0000,0.0128,0.0863,0.0000,0.5702,,SKIP,,2.036,
3elt.mtx,133705,bf16_lb,bf16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bf16,bf16,false,0,false,0,0,ok,none,4720,4720,27444,610,14088,112704,false,0,54888,2,0.0096,0.0087,0.1848,0.0000,0.0134,0.0908,0.0000,0.4816,,SKIP,,2.169,
3elt.mtx,133705,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp8,bfp8,false,0,false,0,0,ok,none,4720,4720,27444,610,14088,112704,false,0,55620,2.02667,0.0094,0.0087,0.1951,0.0000,0.0123,0.0857,0.0000,0.8035,,SKIP,,2.203,
3elt.mtx,133705,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp8_outlier,bfp8_outlier,false,0,false,0,0,ok,none,4720,4720,27444,610,14088,112704,false,0,55620,2.02667,0.0100,0.0092,0.2150,0.0000,0.0127,0.0971,0.0000,1.7913,,SKIP,,2.131,
3elt.mtx,133705,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp4,bfp4,false,0,false,0,0,ok,none,4720,4720,27444,610,14088,112704,false,0,41898,1.52667,0.0111,0.0105,0.1946,0.0000,0.0119,0.0856,0.0000,0.8032,,SKIP,,1.952,
3elt.mtx,133705,hybrid_lb,hybrid_lb,structural_hybrid,promoted,csr_bitbsr_fused_lb,exact_abs_or_rel,csr_bitbsr_fused_lb,csr_bitbsr_fused_lb,original,raw_double,false,,,,,ok,none,4720,4720,27444,590,14088,,1,0,219552,8,0.0068,0.0048,,,0.0000,0.0000,,,0.0000,SKIP,,1.819,
3elt.mtx,133705,cusparse_csr,cusparse_default,external_baseline,external_baseline,cusparse_csr,exact_abs_or_rel,cusparse_csr,cusparse_csr,original,original,false,,,,,ok,none,4720,4720,27444,0,0,128660,true,0,219552,8,0.0139,0.0123,0.0000,,0.0000,0.0000,,0.0000,0.3367,SKIP,,2.406,
cage.mtx,26121,original_lb,original_lb,load_balanced_traversal,promoted,bitbsr_original_traversal,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,original,original,false,0,false,0,0,ok,none,366,366,5124,87,1694,13552,true,0,40992,8,0.0087,0.0072,0.2310,0.0000,0.0134,0.1081,0.0000,0.0000,,SKIP,,1.846,
cage.mtx,26121,all_one_lb,auto_lossless_lb,lossless_value_specialized,buildable_needs_report,bitbsr_value_specialized,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,auto_lossless,all_one,true,1,false,40992,0,ok,none,366,366,5124,87,1694,13552,true,0,0,0,0.0089,0.0071,0.1979,0.2303,0.0131,0.0796,0.2504,0.0998,,SKIP,,2.197,
cage.mtx,26121,fp16_lb,fp16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,fp16,fp16,false,0,false,0,0,ok,none,366,366,5124,87,1694,13552,false,0,10248,2,0.0096,0.0082,0.1936,0.0000,0.0124,0.0807,0.0000,0.1351,,SKIP,,1.820,
cage.mtx,26121,bf16_lb,bf16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bf16,bf16,false,0,false,0,0,ok,none,366,366,5124,87,1694,13552,false,0,10248,2,0.0095,0.0074,0.2065,0.0000,0.0126,0.0831,0.0000,0.1273,,SKIP,,2.471,
cage.mtx,26121,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp8,bfp8,false,0,false,0,0,ok,none,366,366,5124,87,1694,13552,false,0,8512,1.6612,0.0097,0.0090,0.2048,0.0000,0.0115,0.0848,0.0000,0.1754,,SKIP,,2.207,
