matrix,requested_operator,operator_name,operator_family,status,failure_class,claim_status,avg_ms,min_ms,speedup_vs_cusparse,speedup_vs_original_lb,speedup_vs_original_nolb,value_payload_bytes,position_payload_bytes,value_codec,value_codec_effective,value_codec_auto_selected,value_codec_auto_unique_count,value_codec_auto_candidate_payload_bytes,value_codec_exact,value_codebook_size,verify_gate,verify_cpu
685_bus.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0078,0.0069,1.628205,1.000000,,25992,9400,original,original,false,0,0,true,0,exact_abs_or_rel,SKIP
685_bus.mtx,auto_lossless_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0077,0.0072,1.649351,1.012987,,25992,9400,auto_lossless,original,true,1539,25992,true,0,exact_abs_or_rel,SKIP
685_bus.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0071,0.0064,1.788732,1.098592,,6498,9400,fp16,fp16,false,0,0,false,0,spmv_max_rel,SKIP
685_bus.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_win,0.0073,0.0066,1.739726,1.068493,,6498,9400,bf16,bf16,false,0,0,false,0,spmv_max_rel,SKIP
685_bus.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0079,0.0071,1.607595,0.987342,,5599,9400,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,SKIP
685_bus.mtx,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0098,0.0086,1.295918,0.795918,,5791,9400,bfp8_outlier,bfp8_outlier,false,0,0,false,0,spmv_max_rel,SKIP
685_bus.mtx,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0106,0.0088,1.198113,0.735849,,3975,9400,bfp4,bfp4,false,0,0,false,0,spmv_max_rel,SKIP
685_bus.mtx,hybrid_lb,hybrid_lb,structural_hybrid,ok,none,promoted_fallback,0.0068,0.0048,1.867647,1.147059,,25992,,original,raw_double,false,,,1,0,exact_abs_or_rel,SKIP
685_bus.mtx,cusparse_default,cusparse_csr,external_baseline,ok,none,external_baseline,0.0127,0.0102,1.000000,0.614173,,25992,15740,original,original,false,,,true,0,exact_abs_or_rel,SKIP
Binaryalphadigs_10NN.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0084,0.0071,1.690476,1.000000,,155136,68360,original,original,false,0,0,true,0,exact_abs_or_rel,SKIP
Binaryalphadigs_10NN.mtx,auto_lossless_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0090,0.0085,1.577778,0.933333,,155136,68360,auto_lossless,original,true,1614,155136,true,0,exact_abs_or_rel,SKIP
Binaryalphadigs_10NN.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0100,0.0081,1.420000,0.840000,,38784,68360,fp16,fp16,false,0,0,false,0,spmv_max_rel,SKIP
Binaryalphadigs_10NN.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0096,0.0086,1.479167,0.875000,,38784,68360,bf16,bf16,false,0,0,false,0,spmv_max_rel,SKIP
Binaryalphadigs_10NN.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0092,0.0087,1.543478,0.913043,,36482,68360,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,SKIP
Binaryalphadigs_10NN.mtx,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0115,0.0105,1.234783,0.730435,,38018,68360,bfp8_outlier,bfp8_outlier,false,0,0,false,0,spmv_max_rel,SKIP
Binaryalphadigs_10NN.mtx,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0132,0.0116,1.075758,0.636364,,26786,68360,bfp4,bfp4,false,0,0,false,0,spmv_max_rel,SKIP
Binaryalphadigs_10NN.mtx,hybrid_lb,hybrid_lb,structural_hybrid,ok,none,promoted_fallback,0.0074,0.0055,1.918919,1.135135,,155136,,original,raw_double,false,,,1,0,exact_abs_or_rel,SKIP
Binaryalphadigs_10NN.mtx,cusparse_default,cusparse_csr,external_baseline,ok,none,external_baseline,0.0142,0.0102,1.000000,0.591549,,155136,83188,original,original,false,,,true,0,exact_abs_or_rel,SKIP
CAG_mat1916.mtx,original_lb,original_lb,load_balanced_traversal,ok,none,promoted_fallback,0.0095,0.0085,1.642105,1.000000,,1567880,365032,original,original,false,0,0,true,0,exact_abs_or_rel,SKIP
CAG_mat1916.mtx,auto_lossless_lb,dict256_u8_lb,lossless_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0117,0.0103,1.333333,0.811966,,1460640,365032,auto_lossless,dict256_u8,true,64,1460640,true,64,exact_abs_or_rel,SKIP
CAG_mat1916.mtx,fp16_lb,fp16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0115,0.0103,1.356522,0.826087,,391970,365032,fp16,fp16,false,0,0,false,0,spmv_max_rel,SKIP
CAG_mat1916.mtx,bf16_lb,bf16_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0099,0.0089,1.575758,0.959596,,391970,365032,bf16,bf16,false,0,0,false,0,spmv_max_rel,SKIP
CAG_mat1916.mtx,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,ok,none,accuracy_pass_runtime_loss,0.0113,0.0097,1.380531,0.840708,,287243,365032,bfp8,bfp8,false,0,0,false,0,spmv_max_rel,SKIP
